T12 fixation
1.068233:576,421;
3.785805:587,374;
3.80351:587,374;
3.819304:587,374;
3.836259:587,374;
3.852384:587,374;
3.869033:587,374;
3.886085:587,374;
3.902178:587,374;
3.919184:587,374;
3.93591:587,374;
3.950224:411,505;
3.967212:326,566;
3.984123:350,599;
4.00047:363,617;
4.017333:363,617;
4.034734:363,617;
4.051438:363,617;
4.068394:363,617;
4.085163:365,627;
4.101729:365,627;
4.119515:421,537;
4.136207:421,537;
4.152474:418,500;
4.168589:418,500;
4.185444:418,500;
4.202378:418,500;
4.219623:418,500;
4.23517:418,500;
4.252501:418,500;
4.268448:418,500;
4.285562:418,500;
4.300846:418,500;
4.318984:418,500;
4.335442:418,500;
4.352442:418,500;
4.369089:418,500;
4.386366:418,500;
4.402961:420,394;
4.420102:497,378;
4.435907:497,378;
4.453036:547,373;
4.468379:547,373;
4.486025:547,373;
4.502427:547,373;
4.519168:547,373;
4.535221:547,373;
4.552943:547,373;
4.569863:547,373;
4.586156:547,373;
4.603097:547,373;
4.619007:547,373;
4.634755:547,373;
4.650422:547,373;
4.666601:547,373;
4.683049:547,373;
4.700123:547,373;
4.716757:547,373;
4.733739:547,373;
4.750244:547,373;
4.766663:547,373;
4.783506:547,373;
4.800113:547,373;
4.816906:547,373;
4.833491:547,373;
4.850202:547,373;
4.868373:293,294;
4.883655:293,294;
4.900494:330,459;
4.916914:330,459;
4.935273:330,459;
4.952356:330,459;
4.968129:330,459;
4.98521:330,459;
5.00233:330,459;
5.019419:330,459;
5.036329:330,459;
5.052086:330,459;
5.068342:330,459;
5.084185:330,459;
5.101635:330,459;
5.117632:330,459;
5.134783:330,459;
5.152205:520,346;
5.168219:783,572;
5.184328:676,498;
5.201211:676,498;
5.217014:641,469;
5.233928:641,469;
5.250271:641,469;
5.266517:641,469;
5.283286:641,469;
5.301548:641,469;
5.316818:641,469;
5.334941:641,469;
5.352117:641,469;
5.369169:641,469;
5.386101:641,469;
5.402397:641,469;
5.420216:641,469;
5.43624:641,469;
5.453195:641,469;
5.470315:641,469;
5.486208:641,469;
5.501664:641,469;
5.516908:641,469;
5.53343:641,469;
5.550187:641,469;
5.566859:641,469;
5.583414:641,469;
5.600235:641,469;
5.618406:641,469;
5.634662:641,469;
5.65131:641,469;
5.667609:641,469;
5.684749:428,267;
5.701006:428,267;
5.717924:428,267;
5.733323:418,625;
5.749959:418,625;
5.767742:418,625;
5.785468:418,625;
5.802338:418,625;
5.818431:418,625;
5.835996:418,625;
5.85242:418,625;
5.869351:619,339;
5.886107:590,331;
5.902973:590,331;
5.919155:590,331;
5.935394:548,318;
5.952921:548,318;
5.969384:604,318;
5.986023:561,351;
6.00213:561,351;
6.019235:561,351;
6.035134:561,351;
6.05321:561,351;
6.068948:561,351;
T11 fixation
7.867966:1543,480;
7.883494:1543,480;
7.900256:1543,480;
7.91678:1543,480;
7.93418:1543,480;
7.950667:1543,480;
7.966913:1543,480;
7.984475:1543,480;
8.0002:1543,480;
8.018345:1543,480;
8.03328:1543,480;
8.051418:1543,480;
8.067109:1543,480;
8.083498:1543,480;
8.100688:1543,480;
8.119074:1543,480;
8.135351:1543,480;
8.152311:1543,480;
8.169407:1543,480;
8.18611:1543,480;
8.202477:1543,480;
8.219059:1543,480;
8.235368:1543,480;
8.252257:1543,480;
8.266846:1543,480;
8.283525:1543,480;
8.300737:-177,466;
8.316687:-194,473;
8.333279:-194,473;
8.350411:-194,473;
8.366668:-194,473;
8.383442:-194,473;
8.400399:-194,473;
8.418194:-194,473;
8.434095:-194,473;
8.451111:-194,473;
8.468266:-194,473;
8.484841:-194,473;
8.501946:-194,473;
8.51838:-194,473;
8.535518:-194,473;
8.55197:-194,473;
8.568287:-194,473;
8.584889:-194,473;
8.599765:-194,473;
8.617085:-194,473;
8.633129:-194,473;
8.65019:-194,473;
8.666778:-194,473;
8.683396:-194,473;
8.700515:-194,473;
8.716566:-194,473;
8.733936:-194,473;
8.750063:-194,473;
8.767022:-194,473;
8.783217:-194,473;
8.800978:-194,473;
8.817251:-194,473;
8.834085:-194,473;
8.850271:-194,473;
8.866707:-194,473;
8.884484:-194,473;
8.901846:-194,473;
8.918477:-194,473;
8.9353:-194,473;
8.95263:-194,473;
8.969213:-213,611;
8.986073:-227,557;
9.002314:-227,557;
9.019112:-227,557;
9.035384:-227,557;
9.051416:-227,557;
9.068234:-227,557;
9.083362:-227,557;
9.100345:-227,557;
9.118225:-227,557;
9.135329:-227,557;
9.15232:-227,557;
9.169304:-227,557;
9.186103:-227,557;
9.206297:-227,557;
9.220325:-227,557;
9.236358:-227,557;
9.253172:-227,557;
9.268871:-227,557;
9.285061:-227,557;
9.301175:-227,557;
9.316554:-227,557;
9.333982:-227,557;
9.349814:-227,557;
9.366735:-227,557;
9.38344:-227,557;
9.400093:-227,557;
9.416517:-227,557;
9.433347:-227,557;
9.450276:-227,557;
9.466808:-227,557;
9.483185:-227,557;
9.5:-227,557;
9.51708:-227,557;
9.533426:-227,557;
9.551355:-227,557;
9.56745:-227,557;
9.583381:-227,557;
9.600536:-227,557;
9.616284:-227,557;
9.633845:-227,557;
9.650319:-361,762;
9.667562:-238,639;
9.686414:-280,685;
9.702902:-264,644;
9.719269:-287,671;
9.735982:-287,671;
9.752211:-287,671;
9.769064:-241,583;
9.785512:-160,494;
9.79995:-110,505;
9.817371:-76,480;
9.833476:-77,477;
9.850294:-47,457;
9.866831:-47,457;
9.883374:-47,457;
9.900045:-47,457;
9.917729:-47,457;
9.934247:-47,457;
9.952459:-47,457;
9.969047:-47,457;
9.98614:-47,457;
10.00315:-47,457;
10.0186:-47,457;
10.03532:-47,457;
10.05246:-47,457;
10.06915:-47,457;
10.08495:-47,457;
10.10163:-47,457;
10.11716:-47,457;
10.13345:-47,457;
10.15022:-47,457;
10.16674:-47,457;
10.18344:-47,457;
10.20024:-47,457;
10.21714:-47,457;
10.23481:-47,457;
10.24997:-278,677;
10.26832:-278,677;
10.28344:-278,677;
10.30103:-278,677;
10.31796:-278,677;
10.33372:-278,677;
10.35032:-278,677;
10.36687:-278,677;
10.38306:-278,677;
10.40086:-278,677;
10.41718:-278,677;
10.43482:-278,677;
10.45227:-278,677;
10.46916:-278,677;
10.486:-278,677;
10.5027:-278,677;
10.5192:-278,677;
10.53606:-278,677;
10.55337:-278,677;
10.5688:-278,677;
10.58502:-112,536;
10.60084:-135,505;
10.61667:-82,488;
10.63491:-82,488;
10.65103:-82,488;
10.66855:-82,488;
10.6848:-82,488;
10.70219:-82,488;
10.71943:-82,488;
10.73607:-82,488;
10.75306:-82,488;
10.76915:-82,488;
10.7854:-82,488;
10.80307:-82,488;
10.81928:-82,488;
10.83605:-82,488;
10.85239:-82,488;
10.86822:-112,580;
10.88348:-112,580;
10.90099:-112,580;
10.9167:-210,668;
10.93344:-206,667;
10.95084:-206,667;
10.96707:-187,633;
10.98423:-190,634;
11.00183:-199,637;
11.01757:-199,635;
11.0351:-199,635;
11.05158:-191,625;
11.06843:-190,624;
11.08413:-190,624;
11.10141:-190,624;
11.11806:-190,624;
11.13393:-190,624;
11.15193:-137,550;
11.16867:-137,550;
11.18529:-137,550;
11.20205:-23,497;
11.21812:-23,497;
11.23469:-23,497;
11.25106:-23,497;
11.26647:-23,497;
11.2832:-23,497;
11.29991:-23,497;
11.31891:-23,497;
11.33615:-23,497;
11.35242:-99,548;
11.36912:-105,451;
11.38515:-66,445;
11.40315:-66,445;
11.41834:-52,444;
11.43422:-52,446;
11.45031:-52,446;
11.46768:-53,449;
11.48635:-53,449;
11.50233:-53,449;
11.51842:-53,449;
11.53549:-53,449;
11.55204:-53,449;
11.56931:-53,449;
11.58545:-53,449;
11.60317:-53,449;
11.62004:-53,449;
11.63555:-53,449;
11.65143:-53,449;
11.66678:-53,449;
11.68335:-53,449;
11.70049:-53,449;
11.71683:-286,675;
11.73344:-262,675;
11.7499:-262,675;
11.76662:-269,684;
11.78364:-286,693;
11.80019:-281,692;
11.81668:-281,691;
11.83344:-282,691;
11.85023:-282,691;
11.8676:-282,691;
11.88314:-282,691;
11.90103:-282,691;
11.91689:-282,691;
11.93348:-282,691;
11.95035:-282,691;
11.96676:-282,691;
11.98338:-282,691;
12.00119:-282,691;
12.01744:-282,691;
12.03613:-282,691;
12.05244:-282,691;
12.07012:-282,691;
12.08615:-282,691;
12.10239:-282,691;
12.11894:-282,691;
12.13537:-282,691;
12.15313:-282,691;
12.16955:-282,691;
12.18482:-52,343;
12.20045:32,379;
12.21669:32,379;
12.23343:30,376;
12.25195:30,376;
12.26908:30,376;
12.28531:30,376;
12.30247:30,376;
12.31905:30,376;
12.33605:30,376;
12.35327:30,376;
12.37033:30,376;
12.3864:30,376;
12.40239:30,376;
12.41898:30,376;
12.43536:30,376;
12.45195:30,376;
12.46787:30,376;
12.48448:30,376;
12.49985:-172,710;
12.51679:-209,704;
12.53349:-242,709;
12.55058:-267,740;
12.56664:-234,716;
12.58342:-222,683;
12.60045:-222,683;
12.61686:-227,663;
12.63318:-148,618;
12.6499:-148,618;
12.66657:-148,618;
12.68377:-145,609;
12.7003:-145,609;
12.71671:-145,609;
12.73343:14,603;
12.7504:14,603;
12.76684:14,603;
12.7835:143,423;
12.79995:143,423;
12.81682:146,451;
12.83331:146,451;
12.85019:146,451;
12.86667:146,451;
12.8837:146,451;
T25 fixation
14.66767:2033,-163;
14.68345:2033,-163;
14.69969:2033,-163;
14.71629:2033,-163;
14.73341:2033,-163;
14.74988:2033,-163;
14.76654:2033,-163;
14.78347:2033,-163;
14.80025:2033,-163;
14.81674:2033,-163;
14.83331:2033,-163;
14.85034:2033,-163;
14.86855:2033,-163;
14.88401:1863,-86;
14.90057:1863,-86;
14.9168:1863,-86;
14.93502:1863,-86;
14.95128:1863,-86;
14.96784:1863,-86;
14.98463:1863,-86;
15.00077:1863,-86;
15.01663:1863,-86;
15.03374:1863,-86;
15.05105:1863,-86;
15.06769:1863,-86;
15.08345:1863,-86;
15.10037:1863,-86;
15.11667:1863,-86;
15.13335:1863,-86;
15.15008:1863,-86;
15.1673:1863,-86;
15.18367:1863,-86;
15.20139:1734,-9;
15.21832:1734,-9;
15.23358:1781,-175;
15.25009:1781,-175;
15.26778:1781,-175;
15.28355:1781,-175;
15.30031:1781,-175;
15.31835:1781,-175;
15.33373:1628,94;
15.35065:1628,94;
15.36795:1628,94;
15.38577:1628,94;
15.40207:1628,94;
15.41818:1628,94;
15.43502:1628,94;
15.45149:1628,94;
15.4667:1510,-16;
15.48354:1510,-16;
15.50084:1692,-77;
15.51683:1632,-58;
15.53364:1632,-58;
15.5502:1632,-58;
15.56682:1598,-45;
15.5835:1598,-45;
15.60083:1598,-45;
15.61767:1598,-45;
15.63481:1598,-45;
15.65005:1598,-45;
15.66767:1598,-45;
15.68476:1598,-45;
15.70216:1598,-45;
15.71854:1598,-45;
15.73538:1598,-45;
15.75336:1598,-45;
15.76934:1598,-45;
15.78613:1598,-45;
15.8021:1598,-45;
15.81748:1598,-45;
15.83358:1598,-45;
15.85026:1598,-45;
15.8667:1598,-45;
15.88336:1598,-45;
15.90032:1598,-45;
15.91659:1598,-45;
15.93328:1598,-45;
15.95033:1598,-45;
15.96709:1598,-45;
15.98343:1598,-45;
16.00006:1598,-45;
16.01768:1598,-45;
16.03336:1598,-45;
16.05141:1598,-45;
16.06686:1598,-45;
16.08322:1598,-45;
16.10236:1598,-45;
16.11948:1598,-45;
16.13535:1598,-45;
16.15316:1598,-45;
16.16938:1598,-45;
16.18547:1598,-45;
16.20314:1598,-45;
16.22024:1598,-45;
16.24013:1598,-45;
16.25625:1598,-45;
16.26934:1731,-58;
16.28598:1731,-58;
16.30037:1601,-40;
16.3167:1600,-45;
16.33344:1602,-49;
16.35077:1602,-49;
16.36623:1609,-46;
16.38322:1609,-46;
16.40023:1609,-46;
16.41656:1609,-46;
16.43361:1609,-46;
16.45103:1609,-46;
16.46815:1609,-46;
16.48521:1609,-46;
16.50236:1609,-46;
16.5193:1609,-46;
16.53628:1609,-46;
16.55256:1609,-46;
16.5696:1609,-46;
16.58585:1609,-46;
16.60246:1609,-46;
16.61895:1609,-46;
16.63429:1609,-46;
16.65083:1609,-46;
16.66686:2212,93;
16.68468:1973,-20;
16.70064:1973,-20;
16.71699:1913,14;
16.73367:1895,35;
16.75035:2034,51;
16.76752:1990,48;
16.78502:2044,53;
16.80046:2044,53;
16.81827:2044,53;
16.83376:2044,53;
16.85026:2044,53;
16.86681:2044,53;
16.8835:2044,53;
16.90085:2044,53;
16.91752:2044,53;
16.93488:2044,53;
16.95201:2044,53;
16.96934:2044,53;
16.98618:2044,53;
17.0039:2044,53;
17.02014:2044,53;
17.03598:2044,53;
17.05307:2044,53;
17.069:2044,53;
17.08549:2044,53;
17.10304:2044,53;
17.11836:1724,-53;
17.13334:1618,-34;
17.15016:1618,-34;
17.16682:1618,-34;
17.18361:1590,32;
17.20207:1590,32;
17.21829:1590,32;
17.23547:1590,32;
17.25334:1590,32;
17.26907:1590,32;
17.2863:1590,32;
17.30317:1590,32;
17.32012:1590,32;
17.33628:1590,32;
17.35247:1590,32;
17.36933:1590,32;
17.38515:1590,32;
17.40166:1590,32;
17.41792:1590,32;
17.43368:1590,32;
17.44995:1853,52;
17.46688:1853,52;
17.48344:1880,8;
17.50091:1871,43;
17.51656:1854,59;
17.53341:1854,59;
17.55032:1854,59;
17.5681:1854,59;
17.58315:1854,59;
17.60179:1854,59;
17.61831:1854,59;
17.63362:1854,59;
17.65162:1854,59;
17.66678:1854,59;
17.6834:1602,12;
17.70024:1602,12;
17.71663:1602,12;
17.7334:1602,12;
17.75242:1602,12;
17.76951:1602,12;
17.78605:1602,12;
17.80218:1602,12;
17.81924:1602,12;
17.83533:1602,12;
17.85258:1602,12;
17.86875:1602,12;
17.88582:1671,-1;
17.90153:1671,-1;
17.91833:1671,-1;
17.93509:1671,-1;
17.95256:1671,-1;
17.96903:1671,-1;
17.98525:1671,-1;
18.00331:1671,-1;
18.01953:1671,-1;
18.03997:1671,-1;
18.05243:1671,-1;
18.06902:1671,-1;
18.08619:1671,-1;
18.10297:1671,-1;
18.11908:1671,-1;
18.13555:1671,-1;
18.15264:1671,-1;
18.16865:1671,-1;
18.18572:1671,-1;
18.20237:1764,36;
18.21821:1764,36;
18.23347:1766,57;
18.25023:1766,57;
18.26708:1766,57;
18.28371:1766,57;
18.30047:1766,57;
18.3172:1766,57;
18.33519:1766,57;
18.35:1766,57;
18.3684:1766,57;
18.38469:1766,57;
18.40169:1766,57;
18.41672:1766,57;
18.43388:1766,57;
18.4514:1766,57;
18.46722:1766,57;
18.48548:1766,57;
18.50305:1766,57;
18.52033:1766,57;
18.53606:1766,57;
18.5531:1766,57;
18.56923:1766,57;
18.58545:1766,57;
18.60237:1766,57;
18.61823:1766,57;
18.63439:1766,57;
18.65067:1584,-93;
18.66674:1601,-54;
18.68329:1601,-54;
18.70035:1601,-54;
18.71678:1601,-54;
18.73502:1601,-54;
18.75206:1601,-54;
18.76912:1601,-54;
18.78641:1601,-54;
18.80317:1601,-54;
18.82017:1601,-54;
18.83603:1601,-54;
18.85309:1601,-54;
18.86897:1601,-54;
18.88555:1601,-54;
18.90241:1601,-54;
18.92014:1601,-54;
18.93533:1601,-54;
18.9515:1601,-54;
18.96716:1824,60;
18.98348:2071,158;
19.0002:2071,158;
19.0168:2071,158;
19.03337:2128,109;
19.05062:2128,109;
19.07041:2183,65;
19.08355:2183,65;
19.10169:2183,65;
19.1171:1821,40;
19.13463:1821,40;
19.1503:1821,40;
19.16668:1670,45;
19.18336:1670,45;
19.20206:1670,45;
19.21857:1670,45;
19.23632:1670,45;
19.25182:1670,45;
19.2697:1670,45;
19.28595:1670,45;
19.3023:1670,45;
19.31919:1670,45;
19.33612:1670,45;
19.35249:1670,45;
19.36924:1670,45;
19.38601:1670,45;
19.40307:1670,45;
19.4203:1670,45;
19.43632:1670,45;
19.4524:1670,45;
19.46935:1670,45;
19.48522:1670,45;
19.50328:1670,45;
19.51907:1670,45;
19.53546:1670,45;
19.55313:1670,45;
19.57014:1670,45;
19.58616:1670,45;
19.60242:1670,45;
19.61948:1670,45;
19.63564:1670,45;
19.65245:1670,45;
19.66907:1670,45;
T3 fixation
21.70143:1614,824;
21.71672:1614,824;
21.73341:1614,824;
21.75043:1614,824;
21.76632:1614,824;
21.78415:1614,824;
21.80243:1614,824;
21.81916:1614,824;
21.83606:1614,824;
21.85225:1614,824;
21.86916:1614,824;
21.88443:1614,824;
21.90018:1614,824;
21.91652:1614,824;
21.93325:1614,824;
21.95149:1614,824;
21.96686:1614,824;
21.9847:1614,824;
22.00206:1614,824;
22.01807:1614,824;
22.03472:1614,824;
22.05227:1614,824;
22.06908:1614,824;
22.08534:1614,824;
22.10242:1614,824;
22.11942:1614,824;
22.13615:1614,824;
22.15243:1614,824;
22.1691:1614,824;
22.18516:1614,824;
22.20122:1614,824;
22.2163:1614,824;
22.23298:1614,824;
22.25009:1614,824;
22.2669:1614,824;
22.28349:1614,824;
22.30005:1614,824;
22.31806:1614,824;
22.33346:1614,824;
22.3514:1614,824;
22.36666:1614,824;
22.38355:1614,824;
22.39965:1614,824;
22.41672:1614,824;
22.43387:1614,824;
22.45037:1614,824;
22.46816:1614,824;
22.48485:1614,824;
22.50149:1614,824;
22.5192:1614,824;
22.53549:1244,689;
22.55167:1244,689;
22.56796:1244,689;
22.58335:1240,681;
22.60025:1240,681;
22.61681:1240,681;
22.63397:1240,681;
22.65016:1240,681;
22.66828:1240,681;
22.68542:1240,681;
22.70318:1240,681;
22.71922:1129,705;
22.73554:1129,705;
22.75243:1129,705;
22.76833:1129,705;
22.78418:1129,705;
22.80086:1129,705;
22.8179:1109,698;
22.83613:1109,698;
22.85251:1109,698;
22.86942:1109,698;
22.88537:1109,698;
22.90213:1109,698;
22.91892:1109,698;
22.93594:1109,698;
22.95229:1109,698;
22.97065:1109,698;
22.9861:1109,698;
23.00159:1109,698;
23.01733:1109,698;
23.03378:1109,698;
23.0502:1109,698;
23.06667:1109,698;
23.08362:1109,698;
23.10021:1109,698;
23.11665:1109,698;
23.13322:1109,698;
23.15008:1109,698;
23.16746:1109,698;
23.18501:1109,698;
23.20151:1109,698;
23.21881:1109,698;
23.23543:1109,698;
23.2515:1109,698;
23.26687:1109,698;
23.28347:1109,698;
23.30101:1109,698;
23.3188:1109,698;
23.33584:1109,698;
23.35247:1109,698;
23.36931:1109,698;
23.38542:1109,698;
23.40307:1109,698;
23.41949:1109,698;
23.43555:1109,698;
23.45246:1109,698;
23.47025:1109,698;
23.48613:1109,698;
23.50228:1109,698;
23.51678:1109,698;
23.53332:1109,698;
23.55007:1109,698;
23.5671:1189,671;
23.58337:1189,671;
23.60079:1189,671;
23.61864:1171,659;
23.63519:1171,659;
23.65146:1171,659;
23.66887:1179,653;
23.68529:1179,653;
23.70223:1179,653;
23.71911:1179,653;
23.73993:1179,653;
23.75331:1179,653;
23.76994:1179,653;
23.78591:1179,653;
23.80258:1179,653;
23.81824:1179,653;
23.83365:1179,653;
23.84974:1179,653;
23.86646:1179,653;
23.88305:1179,653;
23.90112:1078,1047;
23.91667:1297,985;
23.93355:1301,975;
23.95026:1304,971;
23.96796:1322,1020;
23.98441:1322,1020;
24.00044:1322,1020;
24.01681:1311,990;
24.03336:1311,990;
24.05212:1311,990;
24.06696:1311,990;
24.08401:1311,990;
24.10098:1311,990;
24.11814:1311,990;
24.13469:1311,990;
24.15216:1311,990;
24.16921:1311,990;
24.18606:1311,990;
24.20351:1311,990;
24.21967:1311,990;
24.23604:1311,990;
24.25316:1311,990;
24.26955:1311,990;
24.28601:1311,990;
24.30306:1311,990;
24.32028:1238,960;
24.33593:1214,869;
24.35235:1214,869;
24.36832:1220,769;
24.38373:1222,657;
24.40049:1222,657;
24.4168:1222,657;
24.43346:1216,683;
24.4514:1216,683;
24.4684:1216,683;
24.48477:1216,683;
24.50236:1216,683;
24.5193:1216,683;
24.5361:1216,683;
24.55221:1216,683;
24.56936:1216,683;
24.58532:1216,683;
24.60197:1216,683;
24.61908:1216,683;
24.63608:1216,683;
24.65206:1216,683;
24.6688:1216,683;
24.68493:1216,683;
24.70062:1216,683;
24.71679:1216,683;
24.73342:1216,683;
24.7501:1216,683;
24.76757:1216,683;
24.7835:1389,967;
24.80148:1424,971;
24.81679:1424,971;
24.83354:1436,978;
24.85149:1457,990;
24.86682:1457,990;
24.88352:1457,990;
24.9005:1457,990;
24.91654:1457,990;
24.93307:1457,990;
24.95092:1457,990;
24.96668:1457,990;
24.98342:1457,990;
25.00024:1457,990;
25.01704:1457,990;
25.03448:1457,990;
25.05222:1457,990;
25.06897:1457,990;
25.0862:1457,990;
25.10248:1457,990;
25.11916:1457,990;
25.13546:1457,990;
25.15236:1457,990;
25.16895:1321,745;
25.18527:1226,788;
25.20167:1226,788;
25.2169:1234,796;
25.23359:1235,736;
25.25123:1235,736;
25.26685:1235,736;
25.2851:1242,739;
25.30192:1242,739;
25.31885:1242,739;
25.3359:1242,739;
25.35249:1242,739;
25.36841:1242,739;
25.38554:1242,739;
25.40323:1242,739;
25.41942:1242,739;
25.43608:1242,739;
25.45241:1242,739;
25.46901:1242,739;
25.48437:1242,739;
25.50031:1242,739;
25.51649:1242,739;
25.53357:1478,1018;
25.55052:1417,1058;
25.56693:1414,1048;
25.58345:1411,1041;
25.60061:1413,1044;
25.61686:1408,1041;
25.6335:1403,1025;
25.65132:1403,1025;
25.66838:1403,1025;
25.68498:1403,1025;
25.70141:1403,1025;
25.71679:1403,1025;
25.73315:1403,1025;
25.75053:1403,1025;
25.76713:1403,1025;
25.78399:1403,1025;
25.80223:1403,1025;
25.81889:1403,1025;
25.83526:1403,1025;
25.85319:1403,1025;
25.86971:1403,1025;
25.88578:1403,1025;
25.90232:1403,1025;
25.91903:1403,1025;
25.93533:1403,1025;
25.95221:1403,1025;
25.96929:1349,757;
25.9854:1349,757;
26.00219:1277,708;
26.01929:1278,692;
26.03502:1272,669;
26.05117:1264,662;
26.06686:1264,662;
26.08316:1264,662;
26.10031:1264,662;
26.11799:1264,662;
26.13441:1264,662;
26.15246:1264,662;
26.16934:1264,662;
26.18627:1264,662;
26.20229:1264,662;
26.21894:1264,662;
26.23537:1264,662;
26.25325:1264,662;
26.26924:1264,662;
26.28621:1264,662;
26.30308:1264,662;
26.31785:1264,662;
26.33375:1264,662;
26.35101:1264,662;
26.36689:1264,662;
26.38341:1264,662;
26.40005:1264,662;
26.41642:1264,662;
26.43355:1264,662;
26.45015:1316,851;
26.46656:1316,851;
26.48357:1408,885;
26.50034:1391,913;
26.51682:1397,899;
26.53342:1394,900;
26.55164:1394,900;
26.56702:1383,907;
26.58294:1381,860;
26.60186:1381,860;
26.61719:1381,860;
26.63417:1381,860;
26.65204:1381,860;
26.6682:1381,860;
26.68537:1381,860;
26.7032:1381,860;
T15 fixation
28.55106:1659,311;
28.56651:1659,311;
28.58357:1659,311;
28.60123:1659,311;
28.61811:1659,311;
28.63518:1659,311;
28.65313:1659,311;
28.66899:1659,311;
28.68654:1659,311;
28.70323:1659,311;
28.72003:1659,311;
28.73538:1659,311;
28.75047:1659,311;
28.76744:1659,311;
28.78511:1659,311;
28.80236:1659,311;
28.8187:1659,311;
28.83512:1659,311;
28.85287:1659,311;
28.86866:1883,522;
28.88338:1918,545;
28.90003:1907,550;
28.9181:1907,550;
28.93347:1907,550;
28.9508:1907,550;
28.96671:1907,550;
28.98339:1907,550;
29.00116:1907,550;
29.01839:1907,550;
29.03402:1907,550;
29.05007:1907,550;
29.06892:1907,550;
29.08456:1907,550;
29.10204:1907,550;
29.11914:1907,550;
29.13626:1907,550;
29.15318:1907,550;
29.16998:1907,550;
29.1855:1907,550;
29.20239:1907,550;
29.21915:1907,550;
29.23496:1907,550;
29.25036:1907,550;
29.26648:1907,550;
29.28519:1907,550;
29.3025:1907,550;
29.31925:1907,550;
29.3361:1907,550;
29.35306:1907,550;
29.36912:1907,550;
29.38601:1907,550;
29.40269:1907,550;
29.41858:1907,550;
29.43512:1907,550;
29.45229:1907,550;
29.46924:1907,550;
29.48585:1907,550;
29.50289:1907,550;
29.51917:1907,550;
29.53543:1907,550;
29.55204:1907,550;
29.5691:1907,550;
29.58597:1907,550;
29.60173:1907,550;
29.61686:1907,550;
29.63326:1907,550;
29.6503:1907,550;
29.66656:1907,550;
29.68343:1907,550;
29.70021:1907,550;
29.71847:1892,491;
29.7331:1811,512;
29.75139:1811,512;
29.76828:1811,512;
29.78494:1820,515;
29.80179:1820,515;
