T1 fixation
0.8182989:132,1004;
2.667468:71,1091;
2.683773:63,1092;
2.70112:58,1082;
2.716974:53,1054;
2.733934:64,1068;
2.750432:67,1060;
2.767104:77,1104;
2.78475:93,1110;
2.800065:78,1096;
2.816918:78,1096;
2.833191:77,1086;
2.850417:70,1083;
2.866988:62,1076;
2.883858:72,1082;
2.900255:71,1092;
2.917207:88,1100;
2.934582:90,1094;
2.951369:106,1094;
2.966993:106,1094;
2.984522:79,1072;
3.001771:71,1068;
3.017038:75,1067;
3.033764:73,1078;
3.050533:106,1109;
3.066924:95,1103;
3.083631:89,1109;
3.100426:101,1123;
3.118267:84,1120;
3.133763:84,1124;
3.150517:89,1122;
3.167377:65,1073;
3.184894:48,1043;
3.200332:59,1062;
3.216815:48,1056;
3.234306:55,1051;
3.250009:58,1054;
3.267383:58,1054;
3.283279:67,1044;
3.300349:58,1030;
3.316866:58,1027;
3.333702:82,1048;
3.350249:95,1054;
3.366873:78,1056;
3.384077:76,1059;
3.401503:72,1058;
3.416569:98,1080;
3.433197:98,1080;
3.450268:85,1078;
3.46734:91,1088;
3.484105:42,1098;
3.500418:45,1096;
3.516974:63,1091;
3.533688:62,1083;
3.54986:89,1077;
3.566875:89,1077;
3.583415:92,1076;
3.600227:89,1078;
3.617005:70,1103;
3.634958:70,1102;
3.650388:50,1118;
3.667514:54,1110;
3.684239:56,1111;
3.700305:64,1104;
3.716981:51,1114;
3.733826:59,1104;
3.75034:51,1108;
3.766935:45,1116;
3.783798:76,1110;
3.800243:45,1110;
3.817011:65,1082;
3.833575:58,1082;
3.850187:59,1079;
3.867096:98,1088;
3.885385:98,1088;
3.900279:82,1068;
3.916913:75,1072;
3.934611:72,1072;
3.950329:77,1065;
3.96684:84,1067;
3.984179:81,1075;
4.000583:98,1071;
4.016922:87,1054;
4.035123:87,1054;
4.051689:86,1053;
4.067703:79,1054;
4.084497:76,1046;
4.100777:74,1053;
4.117236:52,1052;
4.134975:43,1051;
4.150305:50,1055;
4.166908:46,1041;
4.183515:36,984;
4.200184:38,982;
4.216772:39,969;
4.23378:62,1009;
4.250162:29,1047;
4.266841:24,1067;
4.283515:31,1064;
4.300488:88,1041;
4.316976:88,1041;
4.333339:81,1040;
4.350362:108,1037;
4.366822:117,1078;
4.384487:89,1047;
4.400154:79,1060;
4.416749:73,1058;
4.433985:70,1062;
4.449885:79,1076;
4.466865:79,1076;
4.483517:97,1062;
4.500301:95,1061;
4.516823:81,1074;
4.534558:64,1081;
4.550536:62,1083;
4.567193:66,1082;
4.584692:71,1088;
4.600337:76,1051;
4.617228:60,1067;
4.633738:55,1073;
4.652239:43,1071;
4.666896:56,1065;
4.683702:59,1074;
4.7002:33,1095;
4.717763:76,1087;
4.733746:72,1081;
4.750484:52,1083;
4.76782:80,1076;
4.783616:80,1076;
4.800221:87,1089;
4.817736:97,1082;
4.833468:89,1085;
4.850283:86,1089;
4.866825:72,1096;
4.884621:51,1096;
4.90178:41,1059;
4.916941:41,1059;
4.933424:26,1043;
4.950358:26,1048;
4.966789:56,1073;
4.983697:95,1095;
5.00017:96,1090;
5.016946:75,1096;
5.034396:82,1088;
5.050279:78,1085;
5.067542:74,1084;
5.083687:73,1061;
5.10146:67,1073;
5.117189:76,1063;
5.133794:85,1070;
5.150218:84,1069;
5.166922:92,1054;
5.183456:80,1065;
5.201642:78,1072;
5.216841:105,1080;
5.234539:93,1074;
5.250214:102,1079;
5.266944:98,1091;
5.283723:65,1082;
5.300262:39,1071;
5.317134:58,1081;
5.333784:62,1075;
5.350573:86,1084;
5.367013:98,1066;
5.383646:144,1063;
5.400404:116,1065;
5.417153:83,1075;
5.433661:89,1075;
5.450541:76,1070;
5.467939:53,1052;
5.483827:69,1061;
5.500906:66,1062;
5.51699:54,1066;
5.533682:51,1067;
5.551854:48,1090;
5.566986:55,1102;
5.583798:104,1116;
5.600358:92,1121;
5.617095:78,1107;
5.633695:86,1111;
5.649978:118,1093;
5.667049:118,1093;
5.683388:114,1092;
5.700222:127,1097;
5.71687:99,1110;
5.73369:91,1128;
5.750467:94,1125;
5.766942:98,1115;
5.784034:80,1101;
5.799934:91,1085;
5.816823:91,1085;
5.833216:123,1110;
T11 fixation
7.417804:-307,721;
7.433913:-307,721;
7.449794:-278,726;
7.46649:-278,726;
7.483834:-213,687;
7.500246:-175,661;
7.517845:-175,661;
7.533794:-150,654;
7.550236:-100,631;
7.567958:-100,631;
7.584573:-54,610;
7.600171:-31,605;
7.616812:-31,605;
7.634643:-44,608;
7.650239:-44,608;
7.667:-122,631;
7.683881:-112,630;
7.700305:-112,630;
7.717005:-129,635;
7.733648:-97,622;
7.749824:-96,621;
7.766506:-96,621;
7.783202:-96,621;
7.800209:-100,625;
7.817037:-88,620;
7.833756:-88,620;
7.850359:-84,612;
7.866977:-53,604;
7.88369:-53,604;
7.900492:-53,598;
7.916861:-36,592;
7.933493:-45,588;
7.950308:-11,576;
7.966915:-11,576;
7.984727:-19,582;
8.000312:-13,575;
8.016881:-13,575;
8.034036:-22,583;
8.050342:-5,580;
8.06712:-5,580;
8.083467:-31,591;
8.100169:-31,591;
8.117013:-61,602;
8.133798:-65,575;
8.150476:-65,575;
8.167147:-64,581;
8.184656:-55,586;
8.200224:-55,586;
8.21694:-54,601;
8.234077:-54,601;
8.250267:-51,609;
8.266975:-47,605;
8.283685:-47,605;
8.300236:-62,605;
8.316988:-14,578;
8.334978:-14,578;
8.350157:3,557;
8.366849:3,557;
8.383845:32,540;
8.400721:104,508;
8.417029:104,508;
8.434117:118,495;
8.450203:210,448;
8.46695:227,451;
8.484766:206,473;
8.500294:214,470;
8.517833:214,470;
8.533696:207,472;
8.549914:207,472;
8.567212:190,475;
8.583997:199,463;
8.600113:199,463;
8.616899:166,474;
8.634117:162,476;
8.651166:146,482;
8.666784:146,482;
8.683338:146,482;
8.700251:149,486;
8.716874:148,487;
8.733716:148,487;
8.750173:141,500;
8.766909:183,484;
8.784086:183,484;
8.799942:176,492;
8.817099:176,492;
8.833367:169,490;
8.85047:178,487;
8.867596:178,487;
8.883659:177,482;
8.900545:202,460;
8.916913:202,460;
8.934875:199,462;
8.949958:220,445;
8.967071:220,445;
8.984041:200,460;
9.000269:200,460;
9.017035:202,453;
9.033747:205,454;
9.050145:205,454;
9.067668:190,470;
9.083727:187,474;
9.10274:106,498;
9.116992:106,498;
9.134207:106,498;
9.150284:128,498;
9.167096:70,509;
9.183736:70,509;
9.200282:68,504;
9.217264:153,509;
9.233509:153,509;
9.250743:126,516;
9.266521:169,488;
9.283413:162,493;
9.301046:186,482;
9.316718:186,482;
9.334115:176,482;
9.352145:159,483;
9.366834:159,483;
9.383536:163,476;
9.400293:180,473;
9.416764:180,473;
9.435102:175,472;
9.450408:175,472;
9.467705:175,480;
9.48403:176,479;
9.500068:176,479;
9.516935:176,475;
9.533734:193,475;
9.550205:193,475;
9.567153:174,477;
9.583743:174,477;
9.600446:159,477;
9.618209:146,485;
9.63402:110,500;
9.651705:111,500;
9.667029:120,501;
9.68412:120,501;
9.701544:114,502;
9.717042:121,502;
9.733598:131,503;
9.750322:141,499;
9.766878:141,499;
9.783986:167,490;
9.800381:202,472;
9.816867:202,472;
9.834388:202,470;
9.850485:200,466;
9.866871:200,466;
9.883511:196,464;
9.90023:196,464;
9.918355:176,475;
9.934676:146,497;
9.95038:146,497;
9.967043:121,512;
9.98386:126,512;
10.00035:126,512;
10.01702:118,512;
10.03342:118,512;
10.05022:95,516;
10.06707:98,515;
10.08385:98,515;
10.10029:84,528;
10.11698:112,514;
10.13413:112,514;
10.14999:102,517;
10.16706:102,517;
10.18363:94,514;
10.20163:96,513;
10.21735:96,513;
10.23371:93,513;
10.25025:108,515;
10.26694:106,518;
10.28419:103,525;
10.30002:109,519;
10.31705:109,519;
10.33353:108,520;
10.35046:108,520;
10.36827:101,517;
10.38373:101,518;
10.40042:101,518;
10.41731:91,531;
10.43392:79,526;
10.45035:79,526;
10.46686:79,528;
10.48334:79,528;
10.50026:64,517;
10.517:66,518;
10.5337:66,518;
10.55044:62,532;
10.56695:81,527;
10.58382:81,527;
10.60014:85,523;
10.61725:85,523;
10.63347:80,527;
10.65024:77,527;
10.66694:77,527;
10.68492:62,529;
10.70023:65,526;
10.71686:65,526;
10.7336:66,526;
10.75001:85,523;
10.76682:85,523;
10.78464:101,507;
10.8004:101,507;
10.81694:94,514;
10.83393:85,517;
10.85044:85,517;
10.86741:79,517;
10.88404:93,513;
10.90198:93,513;
10.91742:77,525;
10.93381:77,525;
10.95166:74,528;
10.9671:70,527;
10.9843:70,527;
11.00023:67,521;
11.01714:86,514;
11.03366:86,514;
11.0505:96,508;
11.06699:96,508;
11.08355:91,510;
11.10035:98,508;
11.11706:98,508;
11.13373:91,510;
11.15037:96,520;
11.16743:96,520;
11.18397:96,521;
11.20004:79,527;
11.21758:79,527;
11.23345:113,510;
11.25034:113,510;
11.26813:116,507;
11.28378:128,501;
11.30023:128,501;
11.31761:154,475;
11.33525:153,471;
11.35029:164,467;
11.36707:170,464;
11.38492:170,464;
11.40188:169,463;
11.41849:179,461;
11.43451:179,461;
11.45019:168,461;
11.46733:168,464;
11.48374:168,464;
11.50193:173,463;
11.51696:179,462;
11.53335:180,457;
11.55047:181,453;
11.56698:181,453;
11.58372:178,453;
11.60053:173,460;
11.61698:173,460;
11.63432:173,461;
11.65066:184,457;
11.66774:184,457;
11.68358:200,452;
11.70021:200,452;
11.71741:198,449;
11.73369:201,446;
11.7503:201,446;
11.76737:186,451;
11.78397:178,470;
11.80027:178,470;
11.81755:179,469;
11.83349:179,469;
11.85188:199,452;
11.867:199,446;
11.8849:199,446;
11.90082:204,434;
11.91714:208,439;
11.93381:208,439;
11.95046:201,441;
11.96699:200,443;
11.98318:199,445;
12.00023:201,448;
12.0171:201,448;
12.03382:196,442;
12.05026:200,446;
12.06694:200,446;
12.0837:194,450;
12.10012:183,457;
12.11695:183,457;
12.13339:155,487;
12.15086:155,487;
12.16693:159,469;
12.18368:166,466;
12.20047:166,466;
12.21718:178,454;
12.23367:164,472;
12.25011:163,469;
12.26686:163,469;
12.28362:163,469;
12.30034:152,463;
12.31684:150,462;
12.33382:150,462;
12.3504:111,453;
12.36766:111,454;
12.38426:111,454;
12.4002:107,477;
12.41691:107,477;
12.43357:99,482;
T15 fixation
13.98456:1766,537;
14.00037:1753,550;
14.01709:1753,550;
14.03412:1771,544;
14.05058:1790,539;
14.06662:1790,539;
14.0836:1736,581;
14.10066:1736,581;
14.117:1756,579;
14.13469:1818,540;
14.15025:1818,540;
14.16699:1827,528;
14.18424:1834,529;
14.2009:1834,529;
14.21692:1833,528;
14.23379:1833,528;
14.25084:1831,545;
14.26722:1830,545;
14.28377:1830,545;
14.30102:1795,546;
14.31693:1791,530;
14.33404:1791,530;
14.35129:1810,530;
14.3668:1810,527;
14.38369:1823,538;
14.40032:1823,537;
14.4169:1823,537;
14.43393:1840,544;
14.45032:1839,542;
14.46856:1839,542;
14.48393:1834,549;
14.50016:1826,541;
14.51698:1826,541;
14.53388:1826,541;
14.55016:1818,538;
14.56692:1821,536;
14.5847:1821,537;
14.60036:1821,537;
14.61687:1834,557;
14.63367:1835,556;
14.65127:1835,556;
14.66704:1835,557;
14.68492:1835,557;
14.70037:1843,572;
14.71698:1842,570;
14.73419:1842,570;
14.75017:1835,545;
14.76732:1813,556;
14.78392:1813,556;
14.80028:1817,557;
14.81692:1817,557;
14.83336:1817,557;
14.85035:1822,562;
14.8672:1822,562;
14.88379:1827,604;
14.90063:1828,607;
14.91688:1828,607;
14.93383:1826,614;
14.95038:1801,578;
14.96692:1801,578;
14.98384:1804,591;
15.00037:1804,591;
15.01767:1828,574;
15.0338:1828,572;
15.05061:1828,572;
15.06703:1825,569;
15.08404:1817,561;
15.10103:1817,561;
15.11718:1810,550;
15.13509:1810,550;
15.15163:1838,561;
15.16752:1838,557;
15.18412:1838,557;
15.20036:1838,544;
15.21694:1826,530;
15.23375:1826,530;
15.2518:1811,540;
15.2677:1820,539;
15.28463:1822,542;
15.3005:1828,554;
15.3173:1828,554;
15.33387:1848,580;
15.35056:1842,577;
15.36761:1842,577;
15.38427:1850,601;
15.4003:1848,598;
15.41676:1848,598;
15.43473:1835,586;
15.45094:1835,586;
15.46725:1855,596;
15.48397:1854,592;
15.50034:1854,592;
15.51715:1858,583;
15.53376:1849,558;
15.55024:1849,558;
15.56658:1851,526;
15.58366:1851,526;
15.60205:1850,528;
15.61703:1846,529;
15.63376:1846,529;
15.65184:1838,544;
15.66687:1872,560;
15.68412:1872,560;
15.70201:1849,563;
15.71798:1837,559;
15.73429:1830,585;
15.75072:1826,576;
15.7673:1826,576;
15.78442:1831,580;
15.80047:1833,575;
15.81717:1833,575;
15.83503:1816,570;
15.85157:1808,564;
15.8672:1808,564;
15.88368:1798,559;
15.90177:1798,559;
15.91777:1804,559;
15.93375:1843,592;
15.95065:1843,592;
15.96726:1843,592;
15.98372:1834,576;
16.00023:1843,556;
16.01686:1843,556;
16.03381:1843,556;
16.05061:1843,556;
16.0675:1817,555;
16.08437:1817,555;
16.10121:1817,555;
16.11718:1814,555;
16.13519:1814,555;
16.15133:1815,603;
16.16747:1812,624;
16.18527:1835,599;
16.20043:1829,586;
16.21837:1829,586;
16.23414:1841,584;
16.25155:1840,581;
16.26723:1840,581;
16.28396:1845,581;
16.30096:1834,559;
16.31714:1834,559;
16.33436:1843,570;
16.35034:1843,570;
16.36726:1810,548;
16.38411:1809,546;
16.40059:1809,546;
16.41704:1832,564;
16.43391:1829,555;
16.45186:1849,556;
16.46826:1849,556;
16.48394:1849,556;
16.50043:1887,561;
16.517:1888,560;
16.53378:1888,560;
16.55031:1846,527;
16.56686:1845,525;
16.5838:1807,502;
16.60036:1791,496;
16.61698:1803,526;
16.63359:1827,536;
16.65058:1817,524;
16.66866:1817,524;
16.68379:1838,538;
16.70057:1853,534;
16.7179:1853,534;
16.73393:1835,530;
16.75135:1811,520;
16.76705:1811,520;
16.78362:1840,539;
16.80044:1840,539;
16.81708:1851,567;
16.83423:1852,568;
16.85069:1852,568;
16.86717:1859,533;
16.88372:1829,522;
16.90046:1829,522;
16.91782:1833,524;
16.93378:1833,524;
16.95037:1817,619;
16.96741:1813,611;
16.98379:1813,611;
17.00033:1813,611;
17.01766:1803,614;
17.03469:1803,614;
17.05027:1799,527;
17.06693:1799,527;
17.08372:1826,553;
17.10236:1842,566;
17.11712:1842,566;
17.13394:1851,562;
17.15089:1829,549;
17.16762:1829,549;
17.18456:1844,578;
17.20163:1835,569;
17.21723:1835,569;
17.2337:1837,579;
17.2506:1837,579;
17.26765:1829,620;
17.28384:1828,620;
17.3005:1828,620;
17.31762:1834,593;
17.33423:1820,561;
17.35049:1820,561;
17.36706:1820,561;
17.38416:1820,561;
17.40048:1829,607;
17.41709:1817,594;
17.43448:1817,594;
17.4513:1856,577;
17.46728:1828,558;
17.4843:1828,558;
17.50167:1835,507;
17.51715:1835,507;
17.5337:1834,496;
17.55051:1829,494;
17.56741:1829,494;
17.58422:1815,553;
17.60073:1809,533;
17.6174:1809,533;
17.63514:1822,565;
17.6503:1814,557;
17.66821:1814,557;
17.68392:1822,565;
17.70022:1822,565;
17.71785:1820,554;
17.73391:1810,546;
17.75028:1810,546;
17.76753:1821,539;
17.78381:1788,515;
17.80024:1792,534;
17.81745:1792,534;
17.83384:1792,534;
17.85053:1820,570;
17.86701:1819,526;
17.88392:1819,526;
17.90022:1824,567;
17.91688:1817,541;
17.93398:1817,541;
17.95041:1826,540;
17.96696:1809,528;
17.98356:1823,544;
18.00005:1804,529;
18.01695:1804,529;
18.03374:1811,536;
18.05039:1810,545;
18.06746:1810,545;
18.08383:1846,550;
18.10131:1837,546;
18.11699:1837,546;
18.13395:1844,542;
18.15172:1844,542;
18.16721:1852,584;
18.18465:1852,583;
18.20132:1852,583;
18.21706:1848,579;
18.23385:1826,554;
18.2517:1827,555;
18.26693:1827,555;
18.28398:1827,555;
18.30042:1843,560;
18.317:1838,556;
18.33394:1838,556;
18.35052:1852,559;
18.367:1840,549;
18.38399:1840,549;
18.40051:1815,525;
18.41708:1815,525;
18.43393:1832,549;
18.45008:1813,529;
18.46764:1813,529;
18.48382:1813,529;
18.50104:1818,541;
18.51714:1818,541;
18.5343:1848,538;
18.55031:1829,529;
18.56683:1829,529;
18.58365:1844,536;
18.60036:1844,536;
18.61702:1882,602;
18.63385:1890,613;
18.65039:1890,613;
18.66709:1855,615;
18.68424:1817,569;
18.70042:1817,569;
18.7166:1817,569;
18.7336:1817,569;
18.75039:1829,572;
18.76681:1817,560;
18.78376:1817,560;
18.80035:1802,569;
18.81689:1792,539;
18.83447:1792,539;
18.8501:1797,541;
18.86677:1797,541;
18.88355:1829,539;
18.90027:1814,512;
18.91699:1814,512;
18.93377:1819,510;
18.95034:1812,508;
18.96713:1812,508;
18.98372:1813,514;
18.9999:1793,490;
T21 fixation
20.58451:90,-8;
20.60052:99,-11;
20.61692:99,-11;
20.63386:99,-11;
20.65047:58,-8;
20.66697:58,-8;
20.68381:77,-5;
20.70015:77,-5;
20.71798:77,-5;
20.73372:86,16;
20.75041:86,16;
20.76756:86,16;
20.78388:96,26;
20.80048:96,26;
20.81691:96,26;
20.83345:96,26;
20.8509:96,26;
20.86701:37,35;
20.88392:37,35;
20.9003:37,35;
20.91757:101,31;
20.93373:101,31;
20.95058:101,31;
20.96653:77,37;
20.98377:77,37;
21.00172:86,38;
21.01708:86,38;
21.0338:86,38;
21.05023:86,30;
21.06693:86,30;
21.08379:86,30;
21.10126:64,36;
21.11693:64,36;
21.13359:48,35;
21.15032:48,35;
21.16715:48,35;
21.18383:26,46;
21.20042:26,46;
21.21731:26,46;
21.23384:7,39;
21.25147:7,39;
21.26698:7,39;
21.2837:7,39;
21.30053:7,39;
21.31838:45,39;
21.33382:45,39;
21.35055:45,39;
21.36851:75,34;
21.38375:75,34;
21.40009:67,48;
21.41725:67,48;
21.43402:67,48;
21.45125:82,37;
21.46706:82,37;
21.48377:82,37;
21.50029:104,45;
21.51718:104,45;
21.53382:104,45;
21.55043:85,47;
21.567:85,47;
21.58394:25,26;
21.60054:25,26;
21.61712:25,26;
21.63388:29,32;
21.65165:29,32;
21.66743:29,32;
21.68383:22,37;
21.70013:22,37;
21.71674:22,37;
21.73372:22,37;
21.75049:22,37;
21.76708:3,28;
21.78378:3,28;
21.80056:3,28;
21.81717:6,33;
21.83385:6,33;
21.84995:8,45;
21.86748:8,45;
21.88371:8,45;
21.90042:49,37;
21.91785:49,37;
21.93381:49,37;
21.95046:36,36;
21.967:36,36;
21.98382:36,36;
22.00104:-4,29;
22.01692:-4,29;
22.03381:-10,26;
22.05181:-10,26;
22.06845:-10,26;
22.08468:3,38;
22.10046:3,38;
22.11771:3,38;
22.1347:3,37;
22.1514:3,37;
22.16689:3,37;
22.18373:3,37;
22.2005:3,37;
22.21713:51,1;
22.23455:51,1;
22.2504:51,1;
22.2674:58,16;
22.28381:58,16;
22.3001:64,34;
22.31759:64,34;
22.33494:64,34;
22.35044:24,17;
22.36709:24,17;
22.38432:24,17;
22.40037:0,25;
22.41728:0,25;
22.43379:0,25;
22.45176:26,29;
22.46717:26,29;
22.48404:23,36;
22.50124:23,36;
22.51735:23,36;
22.53396:0,29;
22.55062:0,29;
22.56731:0,29;
22.5841:52,19;
22.60019:52,19;
22.61695:52,19;
22.63355:52,19;
22.65068:52,19;
22.66698:18,69;
22.68391:18,69;
22.70043:18,69;
22.71708:17,28;
22.73366:17,28;
22.74996:10,25;
22.76684:10,25;
22.78379:10,25;
22.80029:-8,32;
22.8183:-8,32;
22.83461:-8,32;
22.85047:10,36;
22.86698:10,36;
22.88382:10,36;
22.90091:2,46;
22.9169:2,46;
22.93397:4,31;
22.95037:4,31;
22.96708:4,31;
22.98427:50,31;
23.00049:50,31;
23.01734:50,31;
23.03445:32,36;
23.05047:32,36;
23.06683:32,36;
23.0836:32,36;
23.10041:32,36;
23.1175:3,24;
23.13423:3,24;
23.15035:3,24;
23.16726:77,25;
23.18366:77,25;
23.20099:27,35;
23.21697:27,35;
23.23366:27,35;
23.25067:42,37;
23.2677:42,37;
23.28404:42,37;
23.30088:12,45;
23.31719:12,45;
23.33385:12,45;
23.35058:82,65;
23.36656:82,65;
23.38374:100,46;
23.40015:100,46;
23.4171:100,46;
23.4338:57,46;
23.45074:57,46;
23.4671:57,46;
23.48441:40,42;
23.50186:40,42;
23.51762:40,42;
23.53375:40,42;
23.55025:40,42;
23.5671:54,51;
23.58413:54,51;
23.60068:54,51;
23.61752:1,64;
23.63368:1,64;
23.65042:4,60;
23.66716:4,60;
23.68375:4,60;
23.70054:-9,59;
23.71707:-9,59;
23.73398:-9,59;
23.75108:1,43;
23.76704:1,43;
23.78388:39,45;
23.80045:39,45;
23.81692:39,45;
23.8337:10,48;
23.85135:10,48;
23.86827:10,48;
23.88422:-32,56;
23.9005:-32,56;
23.91709:-32,56;
23.93419:-43,63;
23.95193:-43,63;
23.96709:-43,63;
23.98412:-43,63;
24.00035:-43,63;
24.01766:-45,15;
24.03394:-45,15;
24.05031:-45,15;
24.06797:-11,39;
24.08339:-11,39;
24.09976:64,46;
24.11668:64,46;
24.13345:64,46;
24.15042:57,58;
24.16686:57,58;
24.18381:57,58;
24.2004:5,69;
24.21705:5,69;
24.23373:5,69;
24.25069:-25,66;
24.26673:-25,66;
24.28408:-12,56;
24.30039:-12,56;
24.31705:-12,56;
24.33424:-6,50;
24.35068:-6,50;
24.36709:-6,50;
24.38469:-2,44;
24.40025:-2,44;
24.41707:-2,44;
24.43384:-2,44;
24.4504:-2,44;
24.46745:-8,60;
24.48445:-8,60;
24.50039:-8,60;
24.51761:47,44;
24.53385:47,44;
24.55025:60,36;
24.56679:60,36;
24.58391:60,36;
24.60093:56,44;
24.61708:56,44;
24.63447:56,44;
24.65048:51,37;
24.66709:51,37;
24.68498:51,37;
24.70069:46,46;
24.71854:46,46;
24.73466:46,46;
24.75042:-3,62;
24.76774:-3,62;
24.78421:20,74;
24.80028:20,74;
24.81772:20,74;
24.83441:23,53;
24.85155:23,53;
24.86683:23,53;
24.88374:23,53;
24.89993:23,53;
24.91701:48,37;
24.93456:48,37;
24.95078:48,37;
24.96715:-6,46;
24.98418:-6,46;
25.00022:-6,46;
25.01636:-9,46;
25.03363:-9,46;
25.05025:-11,46;
25.06693:-11,46;
25.08377:-11,46;
25.10022:-22,32;
25.11699:-22,32;
25.13383:-22,32;
25.14991:-45,17;
25.16703:-45,17;
25.18355:-41,37;
25.20007:-41,37;
25.21694:-41,37;
25.23388:0,51;
25.25419:0,51;
25.26739:0,51;
25.28424:-12,40;
25.30131:-12,40;
25.31736:-12,40;
25.33385:-12,40;
25.35121:-12,40;
25.36679:47,24;
25.38363:47,24;
25.40228:47,24;
25.41764:-34,46;
25.4337:-34,46;
25.45152:-39,37;
25.4669:-39,37;
25.48364:-39,37;
25.50036:24,39;
25.51702:24,39;
25.53375:24,39;
25.55035:13,52;
25.56688:13,52;
25.58499:47,50;
T23 fixation
27.08526:1564,36;
27.10063:1545,41;
27.11646:1545,41;
27.13345:1504,37;
27.15022:1504,37;
27.16695:1417,38;
27.18417:1417,35;
27.20033:1417,35;
27.21695:1432,26;
27.23428:1478,15;
27.25114:1475,17;
27.26647:1475,17;
27.28338:1475,17;
27.3003:1486,24;
27.31726:1489,19;
27.33391:1489,19;
27.35122:1503,5;
27.367:1494,6;
27.38418:1494,6;
27.40176:1511,17;
27.41681:1519,25;
27.4339:1443,22;
27.45028:1413,17;
27.46709:1413,17;
27.48383:1409,15;
27.50037:1404,19;
27.51707:1404,19;
27.5338:1432,26;
27.55002:1403,42;
27.5667:1403,42;
27.58348:1430,32;
27.60028:1430,32;
27.61699:1435,30;
27.63378:1431,31;
27.65031:1431,31;
27.66706:1424,32;
27.6837:1423,31;
27.69988:1429,27;
27.71666:1429,27;
27.73351:1429,27;
27.75024:1450,22;
27.76697:1450,24;
27.78378:1450,24;
27.80025:1468,14;
27.81693:1463,21;
27.83461:1463,21;
27.85039:1466,9;
27.86764:1466,9;
27.88373:1462,7;
27.89994:1455,8;
27.91737:1455,8;
27.93403:1465,0;
27.95031:1484,-12;
27.9677:1484,-12;
27.98386:1482,-11;
28.00008:1471,-7;
28.01703:1471,-7;
28.03364:1463,9;
28.05022:1463,9;
28.06702:1450,9;
28.08403:1452,8;
28.1005:1452,8;
28.11695:1472,-12;
28.13383:1489,-26;
28.15017:1447,11;
28.16665:1447,11;
28.18379:1447,11;
28.20022:1434,29;
28.21698:1460,13;
28.2338:1460,13;
28.25037:1466,14;
28.2669:1465,10;
28.28391:1465,10;
28.30018:1452,7;
28.31701:1452,7;
28.33557:1449,16;
28.35029:1434,19;
28.36706:1434,19;
28.38384:1454,11;
28.40036:1451,11;
28.41727:1451,11;
28.43376:1484,2;
28.45017:1475,9;
28.46675:1475,9;
28.48361:1497,-8;
28.50018:1497,-8;
28.51704:1439,-9;
28.53376:1439,-8;
28.55025:1439,-8;
28.56699:1418,17;
28.58369:1413,16;
28.60141:1413,16;
28.61661:1392,30;
28.63339:1392,30;
28.6503:1389,27;
28.66743:1416,10;
28.68377:1416,10;
28.70029:1424,4;
28.71695:1431,7;
28.73385:1431,7;
28.75033:1471,-11;
28.76679:1471,-11;
