T1 fixation
1.416459:135,927;
6.049397:32,1022;
6.066411:32,1022;
6.083168:32,1022;
6.099669:34,1043;
6.116302:27,1047;
6.133539:27,1047;
6.149651:26,1040;
6.166445:26,1038;
6.182961:26,1034;
6.199456:26,1036;
6.216376:26,1036;
6.233081:23,1050;
6.249852:25,1050;
6.266413:25,1050;
6.283201:25,1050;
6.299957:31,1048;
6.316759:31,1048;
6.332745:38,1046;
6.349401:38,1046;
6.366259:38,1046;
6.383157:46,1037;
6.399865:46,1037;
6.416229:23,1051;
6.433519:23,1051;
T11 fixation
8.317586:93,531;
8.333061:93,530;
8.349778:93,528;
8.366301:83,533;
8.383197:81,534;
8.400202:82,533;
8.416608:84,531;
8.433467:84,528;
8.450091:86,527;
8.466373:86,527;
8.48354:81,526;
8.500063:83,527;
8.516442:82,527;
8.534693:82,526;
8.549694:82,526;
8.566649:85,527;
8.582949:90,526;
8.599617:90,526;
8.616193:90,526;
8.633129:89,528;
8.649819:87,530;
8.666333:80,532;
8.683192:81,531;
8.699769:80,532;
8.718174:76,533;
8.73298:74,536;
8.749397:71,535;
8.766294:71,535;
8.783107:71,536;
8.800194:71,537;
8.816319:72,538;
8.833223:71,537;
8.849897:70,539;
8.866539:70,539;
8.882915:70,539;
8.899623:64,538;
8.916427:64,538;
8.933519:67,539;
8.950396:68,538;
8.966597:71,538;
8.983145:73,537;
8.999681:79,534;
9.016577:82,533;
9.032739:83,534;
9.049751:86,535;
9.066222:86,535;
9.083097:91,536;
9.099882:94,538;
9.116286:92,536;
9.13309:91,536;
9.149783:91,533;
9.165915:92,530;
9.183155:92,530;
9.199228:90,533;
9.216396:90,533;
9.233136:90,533;
9.249719:92,535;
9.266423:95,533;
9.283154:94,532;
9.30022:93,532;
9.316557:92,532;
9.332976:91,532;
9.34936:91,531;
9.366231:91,531;
9.382933:89,530;
9.399899:87,527;
9.416264:87,527;
9.433172:87,527;
9.449643:87,527;
9.466421:87,527;
9.482649:87,527;
9.499387:87,527;
9.516227:87,527;
9.532978:21,501;
9.549829:18,503;
9.56632:18,503;
9.583143:86,547;
9.600079:89,548;
9.616541:89,548;
9.632854:90,548;
9.649445:93,549;
9.666303:93,549;
9.683054:94,546;
9.699737:94,546;
9.716317:95,545;
9.733101:95,545;
9.749688:102,540;
9.766599:105,538;
9.783002:101,534;
9.799171:99,531;
9.816182:99,531;
9.833125:97,531;
9.849519:96,533;
9.8663:95,536;
9.884202:91,540;
9.900619:91,539;
9.916418:91,539;
9.932557:94,540;
9.949471:93,541;
9.966348:93,541;
9.983852:94,542;
9.999825:95,541;
10.01664:101,538;
10.03319:102,536;
10.05015:105,536;
10.06659:103,539;
10.08286:102,536;
10.09967:106,534;
10.11618:106,534;
10.13291:105,534;
10.14967:105,532;
10.16621:105,532;
10.18314:108,531;
10.19989:108,533;
10.2175:108,533;
10.2329:109,531;
10.24939:108,530;
10.26632:108,530;
10.28326:104,533;
10.29982:104,533;
10.31618:98,537;
10.33318:96,539;
10.3499:99,539;
10.36653:97,539;
10.38296:97,539;
10.39954:99,538;
10.41619:99,538;
10.43354:98,539;
10.4509:102,545;
10.46637:105,544;
10.48364:105,544;
10.49987:105,543;
10.51645:100,540;
10.5334:100,540;
10.54967:98,540;
10.56621:98,540;
10.58351:98,540;
10.59958:97,540;
10.61623:99,545;
10.63311:101,547;
10.64998:102,546;
10.66735:105,544;
10.68288:103,544;
10.69946:104,543;
10.71634:104,543;
10.73328:105,543;
10.74987:103,545;
10.7663:100,546;
10.78303:100,545;
10.79972:100,545;
10.81693:102,539;
10.83302:103,540;
10.84946:104,543;
10.86613:104,543;
10.88313:104,545;
10.90007:103,544;
10.91628:102,544;
10.93316:101,540;
10.94981:99,539;
10.96845:99,543;
10.98293:96,543;
10.99971:97,543;
11.01635:97,543;
11.03321:91,542;
11.04962:89,542;
11.06621:87,543;
11.08323:84,542;
11.09947:82,542;
11.11632:82,542;
11.13293:82,542;
11.14935:82,542;
11.16622:82,542;
11.18313:83,543;
11.19984:83,543;
11.21631:82,552;
11.23306:82,553;
11.24979:87,554;
11.26603:89,556;
11.28322:89,556;
11.29964:89,556;
11.31624:89,556;
11.3332:89,556;
11.34971:89,556;
11.36634:89,556;
11.38323:84,598;
11.39995:91,558;
11.41585:83,563;
11.43302:87,561;
11.44963:95,556;
11.46642:95,556;
11.4846:89,552;
11.49978:84,548;
11.51629:87,550;
11.53434:87,551;
11.54976:86,553;
11.56618:87,554;
11.5829:91,551;
11.59921:93,550;
11.61618:93,550;
11.63313:98,545;
11.64977:98,543;
11.6663:100,542;
11.68311:99,543;
11.69978:99,543;
11.71656:96,542;
11.73297:97,540;
11.74973:96,538;
11.76633:96,538;
11.78308:96,535;
11.79967:96,534;
11.81641:98,535;
11.83323:100,536;
11.84993:101,536;
11.86601:100,533;
11.88328:100,533;
11.89928:100,530;
11.91645:100,530;
11.93307:101,530;
11.94975:102,530;
11.96738:101,531;
11.9835:99,534;
11.9997:98,533;
12.01648:96,533;
12.03303:98,534;
12.04929:102,536;
12.06639:102,536;
12.08352:107,532;
12.09991:108,532;
12.11622:108,532;
12.13359:106,532;
12.15009:106,532;
12.16644:104,530;
12.1829:94,532;
12.19938:96,533;
12.21625:96,533;
12.23385:96,532;
12.24997:94,533;
12.2663:88,530;
12.28374:87,529;
12.30024:87,528;
12.31623:98,531;
12.33282:98,531;
12.34963:99,531;
12.36638:99,531;
12.3831:106,533;
12.39972:103,533;
12.41642:104,533;
12.43316:105,534;
12.44993:107,535;
12.46701:107,535;
12.48285:109,535;
12.49941:108,535;
12.51637:108,535;
12.53314:107,536;
12.54978:105,536;
12.56624:102,538;
12.58308:98,541;
12.59998:101,539;
12.61641:100,538;
12.63296:99,538;
12.64948:100,539;
12.66639:100,539;
12.68365:103,538;
12.69977:102,539;
12.7164:102,537;
12.73318:102,537;
12.74977:97,536;
12.76606:95,537;
12.7829:95,537;
12.79966:95,537;
12.81622:95,537;
12.83297:91,539;
12.84982:92,541;
12.86625:91,544;
12.8835:91,545;
12.89952:94,540;
12.91641:95,538;
12.93344:94,536;
12.9496:95,535;
12.96643:95,535;
12.98414:95,534;
13.00001:96,534;
13.01633:95,540;
13.03337:96,541;
13.04969:98,539;
13.06648:107,542;
13.0829:108,543;
13.09939:107,539;
13.11621:107,539;
13.13298:113,540;
13.14981:110,538;
13.16615:111,539;
13.18317:110,539;
13.19988:108,538;
13.21803:104,540;
13.23327:98,539;
13.25008:96,538;
13.26698:96,538;
13.28403:95,538;
13.29992:95,537;
13.31642:96,536;
13.33302:99,535;
T15 fixation
15.20063:1825,509;
15.21639:1825,509;
15.23334:1827,506;
15.24994:1829,506;
15.26642:1830,506;
15.28334:1827,505;
15.29978:1824,505;
15.31606:1825,505;
15.33276:1824,505;
15.34968:1822,505;
15.36625:1822,505;
15.38308:1819,513;
15.39976:1821,513;
15.41641:1823,513;
15.43468:1825,515;
15.44991:1826,515;
15.46603:1825,516;
15.48294:1825,515;
15.49978:1829,513;
15.51639:1829,513;
15.53308:1826,515;
15.54972:1824,515;
15.56653:1824,515;
15.58302:1832,517;
15.59972:1835,519;
15.61649:1834,523;
15.63391:1835,525;
15.64944:1836,527;
15.66662:1836,527;
15.68326:1836,527;
15.70016:1836,527;
15.71632:1836,527;
15.73318:1836,527;
15.7501:1836,527;
15.76619:1836,527;
15.78288:1766,340;
15.79965:1831,509;
15.81639:1831,509;
15.8339:1831,538;
15.84976:1830,550;
15.86629:1831,551;
15.88386:1834,552;
15.89973:1836,552;
15.91603:1836,554;
15.93291:1838,553;
15.9497:1839,553;
15.96637:1839,553;
15.98396:1845,553;
16.00004:1848,553;
16.01627:1846,550;
16.03321:1851,541;
16.05005:1851,536;
16.06633:1853,533;
16.08319:1853,526;
16.09955:1855,521;
16.11638:1855,521;
16.13315:1847,527;
16.14986:1847,526;
16.16626:1847,528;
16.18306:1849,530;
16.19976:1851,528;
16.21613:1850,526;
16.23279:1849,525;
16.24927:1845,527;
16.26666:1845,527;
16.28354:1842,529;
16.29984:1843,530;
16.31642:1844,532;
16.33311:1846,538;
16.35011:1849,540;
16.36612:1853,537;
16.38347:1844,531;
16.39969:1843,532;
16.41622:1843,532;
16.43285:1840,532;
16.44975:1840,530;
16.46645:1837,532;
16.48387:1834,533;
16.50057:1830,534;
16.51706:1831,534;
16.53463:1834,534;
16.54993:1835,534;
16.56637:1835,534;
16.5834:1848,535;
16.59988:1852,535;
16.61632:1851,533;
16.63316:1853,532;
16.64994:1853,532;
16.66637:1854,533;
16.68282:1857,533;
16.69977:1856,533;
16.71629:1856,533;
16.73304:1849,530;
16.74996:1845,527;
16.76648:1844,528;
16.78373:1843,527;
16.79992:1845,529;
16.81621:1848,530;
16.83276:1849,530;
16.84965:1853,533;
16.86623:1853,533;
16.88296:1854,535;
16.89985:1856,538;
16.91633:1857,542;
16.93356:1855,541;
16.95007:1852,542;
16.96611:1847,546;
16.98329:1847,547;
16.99939:1846,547;
17.01639:1846,547;
17.03332:1846,545;
17.05018:1843,521;
17.06636:1842,529;
17.08312:1842,530;
17.0999:1841,531;
17.11645:1839,543;
17.13271:1837,542;
17.1496:1831,542;
17.16645:1831,542;
17.18352:1831,540;
17.19989:1832,540;
17.21634:1832,540;
17.23309:1835,539;
17.24986:1838,537;
17.26592:1836,534;
17.28383:1836,534;
17.29936:1837,533;
17.31629:1837,533;
17.3331:1835,529;
17.34959:1838,531;
17.36626:1842,529;
17.38318:1840,531;
17.39946:1832,529;
17.41648:1832,529;
17.43302:1831,531;
17.44965:1829,533;
17.46622:1829,533;
17.48326:1828,534;
17.49978:1829,534;
17.51664:1831,535;
17.53314:1834,534;
17.54985:1839,534;
17.56649:1843,532;
17.58367:1847,531;
17.59978:1847,530;
17.61622:1847,530;
17.6331:1844,527;
17.64979:1844,528;
17.66625:1841,529;
17.68323:1840,532;
17.69994:1837,532;
17.71623:1839,532;
17.73289:1839,533;
17.74983:1837,534;
17.76624:1837,534;
17.78332:1834,534;
17.79982:1833,534;
17.81636:1830,535;
17.83318:1830,529;
17.85002:1834,527;
17.86651:1833,527;
17.88426:1836,525;
17.89967:1830,524;
17.91637:1830,524;
17.93316:1822,512;
17.95001:1820,499;
17.96639:1832,515;
17.98428:1830,512;
17.99986:1832,515;
18.01648:1832,533;
18.03287:1832,533;
18.05035:1836,532;
18.06647:1836,532;
18.0831:1832,532;
18.0998:1839,530;
18.11628:1843,529;
18.13313:1842,528;
18.15009:1842,528;
18.16595:1833,527;
18.18278:1827,529;
18.19956:1826,529;
18.21636:1826,529;
18.23312:1829,530;
18.24983:1827,529;
18.26621:1828,528;
18.28321:1829,527;
18.29995:1838,529;
18.3168:1839,529;
18.3336:1841,528;
18.34961:1840,528;
18.36618:1840,528;
18.38321:1841,541;
18.39985:1839,541;
18.41658:1838,538;
18.43325:1842,533;
18.4499:1841,533;
18.46768:1851,538;
18.48283:1849,534;
18.49955:1849,536;
18.51648:1849,536;
18.53321:1850,531;
18.55013:1852,527;
18.56635:1852,527;
18.58324:1851,525;
18.59975:1849,526;
18.61601:1842,529;
18.63269:1840,528;
18.64966:1833,525;
18.66622:1833,525;
18.68315:1829,525;
18.69972:1828,520;
18.71635:1832,525;
18.73308:1835,523;
18.74991:1838,523;
18.76707:1839,523;
18.7835:1839,522;
18.79954:1838,523;
18.81619:1838,523;
18.83312:1834,522;
18.84988:1825,525;
18.86644:1825,527;
18.88316:1826,528;
18.89977:1826,528;
18.91651:1843,534;
18.93285:1844,533;
18.95:1842,531;
18.96648:1842,531;
18.98329:1843,531;
19.00061:1842,523;
19.01636:1850,519;
19.03316:1853,518;
19.04996:1855,516;
19.0665:1854,515;
19.08337:1849,518;
19.09987:1852,517;
19.11657:1852,517;
19.13312:1848,520;
19.14969:1838,529;
19.16625:1840,529;
19.18313:1840,530;
19.19969:1840,527;
19.21631:1834,525;
19.23303:1836,524;
19.24972:1835,524;
19.26605:1835,524;
19.28317:1834,523;
19.29981:1834,524;
19.31633:1842,523;
19.33315:1842,522;
19.35007:1846,522;
19.3665:1848,523;
19.38296:1841,522;
19.39966:1836,521;
19.4163:1836,521;
19.4331:1834,519;
19.44988:1837,520;
19.46665:1839,517;
19.48354:1845,522;
19.49975:1851,524;
19.51602:1853,526;
19.53428:1854,528;
19.54964:1856,529;
19.56624:1856,529;
19.5831:1849,524;
19.59978:1848,523;
19.6162:1847,522;
19.63347:1845,518;
19.64973:1846,519;
19.66635:1853,524;
19.68322:1849,525;
19.69966:1840,526;
19.71629:1840,526;
19.73325:1836,528;
19.74991:1836,528;
19.76639:1831,528;
19.78309:1832,528;
19.79986:1839,524;
19.81656:1844,521;
19.83294:1853,522;
19.84964:1846,522;
19.8665:1846,522;
19.88314:1847,524;
19.89985:1847,528;
19.91644:1842,530;
19.9344:1840,532;
19.94983:1840,533;
19.96647:1841,531;
19.98276:1840,529;
19.99975:1839,528;
20.01648:1839,528;
20.03343:1847,527;
20.04985:1841,526;
20.06631:1844,525;
20.08331:1842,529;
20.09973:1845,527;
20.11648:1845,527;
20.13328:1842,530;
20.14946:1843,528;
20.16637:1843,528;
20.18333:1843,530;
20.20005:1841,532;
20.21635:1839,534;
T21 fixation
22.05092:82,72;
22.06724:81,72;
22.08278:81,70;
22.09968:82,67;
22.11646:82,67;
22.13297:84,67;
22.14976:83,65;
22.16628:83,65;
22.18438:84,65;
22.20004:85,64;
22.21704:85,65;
22.23274:85,66;
22.24974:85,67;
22.2675:85,67;
22.28319:84,68;
22.29966:83,69;
22.31628:80,70;
22.33319:67,74;
22.34982:65,72;
22.3661:69,71;
22.3831:70,72;
22.39941:67,67;
22.41642:67,67;
22.4345:67,67;
22.44974:70,70;
22.46657:68,72;
22.48392:73,71;
22.50001:72,72;
22.5165:80,69;
22.53265:78,70;
22.54976:77,69;
22.5664:77,69;
22.58312:76,68;
22.59986:75,70;
22.61639:76,70;
22.63337:85,73;
22.64975:90,75;
22.66594:84,74;
22.68283:86,74;
22.69948:88,74;
22.71642:88,74;
22.73324:86,73;
22.74972:85,73;
22.76641:85,73;
22.78345:86,73;
22.79931:88,73;
22.81648:88,73;
22.83356:87,72;
22.84969:87,72;
22.86627:87,72;
22.88318:82,71;
22.89971:82,71;
22.9163:82,71;
22.93308:81,71;
22.94985:81,71;
22.96646:77,70;
22.98272:77,71;
22.99973:84,72;
23.01639:84,72;
23.0333:78,74;
23.04988:79,74;
23.0664:74,73;
23.08319:74,73;
23.09975:77,73;
23.11593:78,71;
23.13285:75,69;
23.14962:76,70;
23.16641:76,70;
23.18318:75,70;
23.19967:74,74;
23.21652:72,79;
23.23346:72,80;
23.24995:70,81;
23.26608:70,84;
23.28311:72,83;
23.29977:73,83;
23.3164:73,83;
23.33328:78,82;
23.34988:78,82;
23.36629:77,81;
23.38309:77,81;
23.3997:76,80;
23.41625:74,80;
23.43283:74,81;
23.44987:73,81;
23.46648:73,81;
23.48317:74,82;
23.49985:79,81;
23.51632:84,81;
23.53321:86,82;
23.55037:88,81;
23.56628:87,81;
23.58282:86,81;
23.59971:85,80;
23.61616:85,80;
23.63295:84,80;
23.64962:86,80;
23.66636:85,80;
23.68353:85,80;
23.69973:82,81;
23.71648:82,81;
23.73317:76,85;
23.74962:77,84;
23.76625:77,84;
23.78328:81,85;
23.79963:86,84;
23.81627:90,80;
23.83313:90,80;
23.85037:87,82;
23.86662:86,82;
23.88282:87,83;
23.89969:87,84;
23.91622:87,84;
23.93312:92,84;
23.94969:93,83;
23.96645:93,83;
23.98316:92,83;
24.00089:87,83;
24.01598:85,81;
24.03314:88,82;
24.04989:88,82;
24.06627:91,85;
24.08317:90,86;
24.09967:91,86;
24.11633:91,87;
24.13342:88,86;
24.1499:89,86;
24.16641:97,86;
24.18342:96,86;
24.19956:89,84;
24.21631:89,84;
24.23312:92,85;
24.25017:92,85;
24.2665:81,83;
24.28316:82,82;
24.30042:84,80;
24.31616:87,79;
24.33277:87,80;
24.34963:85,79;
24.36621:85,79;
24.38359:85,80;
24.39981:87,79;
24.41641:88,78;
24.43319:88,76;
24.45006:85,73;
24.46603:79,75;
24.48293:80,75;
24.49955:78,78;
24.51622:78,78;
24.53314:76,80;
24.54974:76,82;
24.56646:77,82;
24.58316:78,82;
24.59939:80,79;
24.61645:83,76;
24.63303:83,76;
24.64989:85,75;
24.66625:85,75;
24.68322:85,75;
24.69982:80,78;
24.71642:78,79;
24.73311:77,82;
24.75009:77,81;
24.7664:72,83;
24.78292:74,83;
24.79966:75,84;
24.8163:75,84;
24.83319:78,83;
24.84979:79,82;
24.86634:76,84;
24.88318:74,85;
24.89991:67,86;
24.91609:65,84;
24.93302:68,83;
24.94972:70,83;
24.96624:70,83;
24.98322:72,82;
24.99975:73,82;
25.01631:73,85;
25.03324:78,82;
25.05:76,80;
25.06647:76,80;
25.08322:76,79;
25.09965:75,77;
25.11637:75,77;
25.13282:71,80;
25.14981:71,80;
25.16635:75,81;
25.18309:76,81;
25.20004:82,78;
25.21722:82,78;
25.23281:81,78;
25.24979:81,78;
25.26626:81,76;
25.28318:81,76;
25.29992:79,75;
25.31636:79,76;
25.33328:79,76;
25.35004:79,76;
25.36608:86,77;
25.38296:84,75;
25.39962:83,75;
25.41648:83,75;
25.43323:77,75;
25.4497:74,76;
25.46631:76,77;
25.48388:72,77;
25.49983:72,77;
25.51641:73,78;
25.53319:73,78;
25.5495:81,78;
25.56644:81,78;
25.58308:82,79;
25.59979:80,80;
25.61633:82,79;
25.63311:75,77;
25.64992:74,76;
25.66661:70,75;
25.68295:72,76;
25.69962:71,76;
25.71654:71,76;
25.73298:72,78;
25.74967:72,80;
25.7665:67,84;
25.78327:67,84;
25.79967:66,83;
25.81622:63,82;
25.83301:65,82;
25.84957:70,82;
25.86639:70,82;
25.88311:79,82;
25.89969:81,83;
25.91646:81,82;
25.93332:79,82;
25.94942:68,86;
25.96713:68,86;
25.98338:69,85;
25.99965:69,85;
26.017:69,85;
26.03317:69,81;
26.04987:66,80;
26.06652:67,79;
26.08307:70,80;
26.09977:71,80;
26.11779:69,80;
26.13289:69,80;
26.14971:69,78;
26.16643:69,78;
26.18326:68,78;
26.19981:66,79;
26.21632:66,80;
26.23322:66,79;
26.25011:65,80;
26.26662:77,81;
26.2828:77,81;
26.2997:78,81;
26.31662:78,81;
26.33315:82,81;
26.34965:85,80;
26.36646:83,81;
26.38346:85,82;
26.39965:83,84;
26.41644:83,84;
26.43347:82,85;
26.44976:83,84;
26.46629:83,84;
26.48314:83,82;
26.49987:83,82;
26.51649:77,88;
26.53316:76,87;
26.54975:74,85;
26.56663:72,82;
26.58298:73,79;
26.59959:77,75;
26.61646:77,75;
26.6344:73,76;
26.6498:74,77;
26.66654:79,75;
26.68335:79,76;
26.69972:78,76;
26.71594:77,75;
26.73271:75,68;
26.74975:75,69;
26.76621:75,69;
26.78323:79,69;
26.79977:81,69;
26.81634:82,69;
26.83317:82,69;
26.8495:82,69;
26.86649:82,69;
26.88328:78,73;
26.89971:78,76;
26.9164:78,76;
26.93308:79,78;
26.94997:79,77;
26.9663:82,75;
26.9833:83,75;
27.00003:84,75;
27.01613:82,74;
27.033:81,76;
27.04975:79,74;
27.06624:79,74;
T23 fixation
28.83399:1467,69;
28.84957:1467,72;
28.86639:1467,72;
28.88316:1467,75;
28.89968:1469,78;
28.91646:1472,78;
28.93336:1473,77;
28.95007:1473,76;
28.96611:1468,70;
28.98312:1468,71;
29.00065:1466,70;
29.01655:1466,70;
29.03313:1463,69;
29.04966:1463,70;
29.0668:1464,72;
29.08334:1463,77;
29.09934:1465,80;
29.11662:1465,80;
29.13356:1465,82;
29.14967:1459,80;
29.16641:1459,80;
29.18318:1460,79;
29.19965:1460,79;
29.21639:1459,79;
29.23307:1462,79;
29.24981:1463,78;
29.26655:1464,80;
29.28279:1462,79;
29.29963:1465,76;
29.31642:1465,76;
29.33315:1469,74;
29.35019:1470,74;
29.3663:1470,74;
29.38339:1466,78;
29.39982:1462,81;
29.41627:1462,85;
29.433:1464,86;
29.44959:1469,86;
29.46678:1469,86;
29.48403:1469,86;
29.49966:1471,88;
29.51637:1471,87;
29.53402:1471,88;
29.54931:1474,85;
29.56621:1474,85;
29.58316:1474,85;
29.5996:1474,85;
29.61642:1474,85;
29.6333:1471,84;
29.64963:1471,81;
29.66637:1472,79;
29.68309:1472,78;
29.69985:1473,78;
29.71708:1473,78;
29.73291:1471,81;
29.74976:1470,81;
29.76649:1470,81;
29.78332:1474,83;
29.79965:1474,84;
29.81631:1473,84;
29.83317:1472,78;
29.84974:1472,74;
29.86638:1472,74;
29.88303:1473,79;
29.89972:1471,75;
29.91641:1471,75;
29.93314:1472,78;
29.95004:1472,79;
29.96634:1472,76;
29.98322:1475,69;
30.00007:1484,70;
30.01672:1484,70;
30.03394:1483,77;
30.04969:1473,78;
30.06696:1473,78;
30.08316:1472,79;
30.09962:1474,77;
30.11649:1474,76;
30.13304:1477,73;
30.15:1476,75;
30.16658:1478,78;
30.18291:1477,79;
30.1999:1476,81;
30.21623:1476,81;
30.23327:1474,82;
30.24961:1474,82;
30.26636:1474,82;
30.2838:1477,82;
30.29984:1477,82;
30.31695:1474,79;
30.33293:1474,80;
30.34959:1474,80;
30.36628:1474,80;
30.38323:1470,79;
30.39967:1469,78;
30.41633:1469,77;
30.4335:1471,76;
30.44945:1469,79;
30.46716:1469,79;
30.48326:1468,81;
30.49974:1470,78;
30.517:1470,78;
30.5331:1470,79;
30.54996:1470,78;
30.56647:1471,77;
30.58302:1470,77;
30.59975:1468,77;
30.6164:1467,75;
30.63288:1465,75;
30.64973:1465,74;
30.66625:1465,74;
30.68337:1467,75;
30.70088:1471,74;
30.71638:1470,75;
30.73319:1469,79;
30.74973:1469,79;
30.76649:1473,79;
30.7832:1474,80;
30.79963:1474,83;
30.8166:1474,83;
