T1 fixation
0.9654494:73,1007;
10.89759:45,639;
10.91424:37,633;
10.93159:36,631;
10.94834:58,631;
10.96502:55,629;
10.98124:38,624;
10.99802:46,619;
11.01406:49,617;
11.03122:77,614;
11.0477:77,614;
11.0647:84,609;
11.08129:85,610;
11.09876:82,608;
11.11446:67,594;
11.13187:62,602;
11.14753:58,602;
11.16436:65,615;
11.18163:62,614;
11.19906:62,614;
11.21426:63,616;
11.23168:61,617;
11.24804:53,616;
11.26512:53,615;
11.28205:45,612;
11.29881:41,612;
11.31403:40,618;
11.33188:40,622;
11.34796:40,622;
11.36499:46,625;
11.38209:41,623;
11.39806:48,624;
11.41495:49,615;
11.43239:54,601;
11.44823:71,600;
11.46445:61,603;
11.48175:72,599;
11.49825:72,599;
11.51432:68,597;
11.53171:64,602;
11.54872:58,605;
11.56479:43,606;
11.58152:57,609;
11.59767:35,598;
11.61404:57,599;
11.63189:57,600;
11.64878:57,600;
11.66478:60,605;
11.68207:54,605;
11.69835:50,607;
11.71479:50,613;
11.73185:44,610;
11.74809:46,605;
11.76467:44,603;
11.78112:31,603;
11.79748:31,603;
11.81533:35,601;
11.83201:42,602;
11.84855:47,602;
11.86487:56,604;
11.8812:51,602;
11.89807:69,613;
11.9141:73,618;
11.93103:71,603;
11.94771:71,603;
11.96529:67,601;
11.98161:65,604;
11.99909:56,605;
12.01502:50,602;
12.03157:50,604;
12.04754:40,601;
12.0642:42,604;
12.08111:44,602;
12.09756:44,602;
12.1143:47,599;
12.13195:55,586;
12.14817:56,585;
12.16484:56,586;
12.18208:61,580;
12.19815:61,589;
12.21487:64,593;
12.23135:61,588;
12.2477:61,588;
12.26452:53,576;
12.28187:54,572;
12.29853:79,585;
12.3153:72,576;
12.33195:56,568;
12.3486:63,591;
12.36455:59,580;
12.38131:72,581;
12.39901:72,581;
12.41448:64,576;
12.43208:69,574;
12.44819:63,573;
12.46491:61,573;
12.48169:75,578;
12.49865:58,575;
12.51461:61,582;
12.53162:63,587;
12.54823:63,587;
12.56426:63,587;
12.58118:53,591;
12.59823:45,578;
12.61511:45,578;
12.63183:41,572;
12.64761:39,574;
12.66471:53,570;
12.68128:56,562;
12.69872:56,562;
12.71533:49,564;
12.73136:46,562;
12.74866:42,568;
12.76522:46,572;
12.78146:46,569;
12.79764:46,571;
12.81443:44,574;
12.83171:58,591;
12.84778:58,591;
12.86511:41,584;
12.88115:56,590;
12.8985:56,591;
12.91498:52,590;
12.93126:50,585;
12.94769:25,577;
12.96465:33,578;
12.98139:30,572;
12.99763:30,572;
13.01505:31,574;
13.03183:29,572;
13.04823:28,571;
T15 fixation
15.16564:1808,572;
15.18167:1809,572;
15.19743:1803,569;
15.21417:1804,570;
15.2313:1794,569;
15.24854:1794,569;
15.26444:1790,569;
15.28113:1792,571;
15.29792:1791,570;
15.31499:1789,572;
15.33327:1783,565;
15.34772:1786,565;
15.36443:1788,563;
15.3816:1790,564;
15.39802:1790,564;
15.41496:1808,570;
15.43125:1804,570;
15.44888:1794,565;
15.46529:1799,568;
15.4818:1799,569;
15.49838:1824,563;
15.51408:1824,563;
15.53128:1824,563;
15.54837:1824,563;
15.56428:1824,563;
15.58185:1824,563;
15.59859:1824,563;
15.61495:1824,563;
15.6311:1824,563;
15.64792:1824,563;
15.66434:1824,563;
15.68168:1874,580;
15.69777:1874,580;
15.71478:1874,580;
15.73163:1823,493;
15.74774:1793,431;
15.76459:1790,432;
15.78203:1789,435;
15.79732:1799,523;
15.81438:1798,513;
15.83173:1804,557;
15.84794:1804,557;
15.86466:1815,577;
15.88138:1840,601;
15.89857:1861,608;
15.91498:1866,612;
15.932:1851,606;
15.94745:1868,607;
15.96443:1856,606;
15.98196:1842,596;
15.99749:1842,596;
16.01445:1836,597;
16.03201:1808,574;
16.04776:1811,578;
16.06458:1811,577;
16.0818:1801,575;
16.09736:1813,593;
16.11516:1818,602;
16.13181:1822,609;
16.14796:1822,609;
16.16528:1823,616;
16.18163:1821,616;
16.19803:1824,613;
16.21507:1824,613;
16.23198:1811,602;
16.24966:1810,602;
16.26424:1809,601;
16.28163:1809,600;
16.29747:1809,600;
16.31534:1813,603;
16.33167:1818,612;
16.34866:1821,609;
16.36439:1818,608;
16.38218:1813,611;
16.39733:1786,599;
16.41469:1793,599;
16.43187:1781,582;
16.44746:1781,582;
16.46493:1784,580;
16.48123:1796,586;
16.49825:1807,590;
16.51437:1808,588;
16.53169:1808,585;
16.54937:1809,585;
16.56499:1807,592;
16.58215:1807,591;
16.59798:1807,591;
16.6154:1797,585;
16.63167:1792,579;
16.64813:1794,578;
16.66498:1789,570;
16.68128:1784,567;
16.69755:1789,567;
16.7143:1794,567;
16.73181:1794,567;
16.74744:1797,569;
16.76424:1802,573;
16.78164:1810,580;
16.79804:1810,580;
16.81526:1804,580;
16.83188:1804,581;
16.84919:1792,585;
16.86422:1799,588;
16.8812:1803,589;
16.89777:1803,589;
16.91484:1808,592;
16.93137:1833,592;
16.94896:1833,594;
16.96487:1836,602;
16.98109:1837,600;
16.99727:1839,601;
17.01425:1839,601;
17.03151:1833,603;
17.04811:1833,603;
17.06444:1837,612;
17.0815:1836,612;
17.09949:1833,617;
17.11459:1843,623;
17.13129:1844,623;
17.14731:1818,587;
17.16443:1814,585;
17.18205:1810,585;
17.19744:1810,585;
17.21521:1818,585;
17.23103:1817,582;
17.24828:1808,569;
17.26516:1810,559;
17.28202:1810,559;
17.29794:1840,540;
17.31407:1840,540;
17.33202:1814,561;
17.34846:1814,561;
17.36501:1814,561;
17.38141:1814,561;
17.39858:1814,561;
17.41489:1829,211;
17.43298:1789,257;
17.44794:1733,271;
17.46456:1733,271;
17.48133:1761,288;
17.49818:1761,288;
17.51455:1750,368;
17.53179:1773,472;
17.54849:1791,513;
17.56545:1791,513;
17.5815:1819,579;
17.59733:1819,579;
17.61405:1819,581;
17.6316:1815,576;
17.64746:1815,576;
17.66541:1820,574;
17.68166:1827,578;
17.69822:1827,578;
17.71516:1830,578;
17.73113:1830,576;
17.74848:1832,578;
17.76406:1822,577;
17.78109:1822,577;
17.79875:1822,577;
17.81429:1826,583;
17.83191:1826,583;
17.84845:1828,585;
17.86434:1823,584;
17.88236:1823,584;
17.89758:1812,578;
17.9145:1812,578;
17.93163:1812,578;
17.94835:1812,578;
17.96526:1812,578;
17.98143:1812,578;
17.99775:1810,578;
18.01495:1810,578;
18.03132:1826,582;
18.04732:1822,583;
18.06407:1821,581;
18.08095:1816,577;
18.09888:1816,577;
18.11429:1810,574;
18.1315:1809,572;
18.14872:1809,572;
18.1652:1827,586;
18.18184:1827,586;
18.19731:1826,585;
18.21437:1820,582;
18.23118:1820,582;
18.24742:1820,582;
18.26516:1823,586;
18.28127:1823,586;
18.29854:1822,588;
18.31496:1822,588;
18.33207:1822,588;
18.34736:1818,597;
18.36407:1818,597;
18.38158:1820,596;
18.40052:1820,596;
18.4147:1820,596;
18.43202:1820,596;
18.4485:1820,596;
18.46519:1820,596;
18.48227:1843,616;
18.49769:1841,615;
18.51447:1833,607;
18.53134:1835,605;
18.54813:1835,605;
18.56451:1829,599;
18.58164:1831,600;
18.59857:1818,603;
18.61533:1810,598;
18.6315:1812,596;
18.64765:1806,593;
18.66487:1804,587;
18.6812:1804,587;
18.69833:1804,587;
18.71518:1806,583;
18.73131:1806,583;
18.74841:1818,585;
18.76494:1830,585;
18.78221:1830,582;
18.79733:1810,582;
18.81545:1810,582;
18.83134:1798,566;
18.8482:1798,566;
18.86537:1798,566;
18.88196:1799,578;
18.89775:1807,583;
18.91483:1807,583;
18.93133:1816,584;
18.94822:1816,584;
18.96418:1818,595;
18.98103:1820,596;
18.99744:1820,596;
19.01522:1821,597;
19.03121:1821,596;
19.04794:1821,596;
19.06495:1825,592;
19.08157:1829,592;
19.09738:1834,603;
19.11505:1832,605;
19.1309:1832,605;
19.14806:1832,605;
19.16413:1831,609;
19.18134:1831,609;
19.1982:1819,597;
19.2146:1819,593;
19.2317:1824,596;
19.24729:1825,599;
19.26409:1825,599;
19.28202:1827,597;
19.29748:1827,597;
19.31466:1827,597;
19.33143:1825,596;
19.34846:1821,591;
19.36521:1821,591;
19.38177:1819,587;
19.39738:1819,586;
19.41477:1816,585;
19.43182:1815,579;
19.44746:1815,579;
19.46434:1815,576;
19.4812:1815,580;
19.49858:1815,578;
19.51517:1809,573;
19.53111:1805,573;
19.54909:1792,557;
19.56467:1804,568;
19.58107:1804,560;
19.59811:1804,560;
19.61499:1812,564;
19.63135:1820,560;
19.6481:1828,568;
19.66426:1826,573;
19.68324:1829,577;
19.69733:1826,574;
19.71458:1826,574;
19.73183:1825,575;
19.74745:1825,575;
19.76428:1825,575;
19.78168:1821,578;
19.79782:1821,575;
19.81482:1821,575;
19.83158:1820,573;
19.84734:1819,569;
19.86436:1822,568;
19.88219:1825,571;
19.89812:1825,571;
19.91442:1828,572;
19.93182:1829,573;
19.94858:1829,573;
19.96494:1826,569;
19.98135:1828,571;
19.9991:1826,569;
20.01412:1823,567;
20.03117:1823,567;
20.04751:1823,567;
20.06417:1811,558;
20.08167:1811,558;
20.09859:1798,550;
20.1146:1810,555;
20.13078:1827,564;
20.1477:1825,561;
20.16481:1825,561;
20.18128:1829,562;
T21 fixation
22.03238:86,221;
22.0477:97,223;
22.06518:114,220;
22.0819:123,216;
22.09901:116,220;
22.11448:106,218;
22.13112:104,202;
22.14867:104,202;
22.16512:101,207;
22.18231:108,209;
22.19858:123,216;
22.21455:120,209;
22.23174:114,210;
22.24745:115,211;
22.26408:119,214;
22.2818:118,213;
22.29766:118,213;
22.31433:127,214;
22.33154:142,218;
22.34795:135,219;
22.36434:118,245;
22.38115:95,237;
22.39741:100,237;
22.41431:102,232;
22.43139:102,228;
22.44746:102,228;
22.46449:103,207;
22.48154:113,187;
22.49812:106,192;
22.51438:106,193;
22.53147:109,195;
22.54766:114,193;
22.56411:118,191;
22.58109:139,180;
22.59814:139,180;
22.6149:123,178;
22.63203:134,177;
22.64858:126,178;
22.66535:115,176;
22.68146:112,167;
22.69838:109,166;
22.71573:120,174;
22.73109:116,170;
22.74829:116,170;
22.76522:123,163;
22.78169:127,167;
22.79799:129,167;
22.81499:131,164;
22.83191:127,164;
22.8491:106,152;
22.86444:102,144;
22.88096:98,143;
22.89786:98,143;
22.91479:94,140;
22.93127:88,138;
22.94809:95,135;
22.96468:102,132;
22.98113:100,138;
22.99732:100,140;
23.01411:101,144;
23.03098:102,148;
23.04746:102,148;
23.06518:111,161;
23.08194:128,152;
23.09865:141,147;
23.11433:140,140;
23.13178:146,136;
23.14782:114,124;
23.16449:106,120;
23.1811:102,119;
23.19763:102,119;
23.21473:94,119;
23.23156:91,114;
23.24867:98,119;
23.26449:113,99;
23.28156:108,97;
23.29753:105,92;
23.31411:102,83;
23.33112:101,81;
23.34782:101,81;
23.36432:125,83;
23.38117:136,89;
23.39772:118,85;
23.41543:115,103;
23.43182:84,121;
23.44745:75,95;
23.46465:81,73;
23.48103:91,55;
23.49764:91,55;
23.51457:102,71;
23.53173:107,71;
23.54806:104,70;
23.56489:103,79;
23.58197:94,66;
23.59734:72,26;
23.61408:80,24;
23.63138:91,29;
23.64835:91,29;
23.66476:115,32;
23.68132:116,33;
23.69797:112,34;
23.71453:117,39;
23.73167:84,55;
23.74731:84,61;
23.76408:80,63;
23.78141:79,54;
23.79747:79,54;
23.81522:81,62;
23.83186:68,42;
23.84849:70,38;
23.86531:65,30;
23.88173:85,26;
23.89747:104,44;
23.91488:104,45;
23.9316:101,44;
23.94814:101,44;
23.96494:80,42;
23.98153:68,36;
23.99846:65,50;
24.01479:64,51;
24.03162:65,38;
24.04912:76,34;
24.06508:72,37;
24.08142:90,38;
24.09855:90,38;
24.11499:94,27;
24.13194:97,11;
24.14853:104,10;
24.16482:104,12;
24.18208:96,7;
24.19759:87,4;
24.21449:91,8;
24.23111:90,7;
24.24823:90,7;
24.2648:97,3;
24.28139:117,14;
24.29764:103,10;
24.31456:97,31;
24.33123:97,29;
24.34754:100,41;
24.36408:102,33;
24.38134:104,27;
24.3977:104,27;
24.41491:93,31;
24.43159:74,15;
24.44864:69,10;
24.46502:58,8;
24.48204:63,11;
24.49733:99,25;
24.51434:102,26;
24.53153:101,-5;
24.54872:101,-5;
24.56527:116,16;
24.58146:114,7;
24.59851:111,-6;
24.61441:112,0;
24.63205:108,18;
24.64732:97,18;
24.66411:85,14;
24.6811:81,5;
24.69804:81,5;
24.71511:78,-5;
24.73138:80,-14;
24.74816:80,-15;
24.76539:82,-13;
24.78209:88,-13;
24.79732:98,-6;
24.81542:100,-5;
24.83104:93,-4;
24.84848:93,-4;
24.86428:102,-5;
24.88193:75,-24;
24.89886:71,-30;
24.91455:66,-29;
24.93117:45,-30;
24.94745:35,-39;
24.96463:37,-42;
24.98099:51,-47;
24.99755:51,-47;
25.01435:44,-47;
25.03191:54,-49;
25.04815:69,-42;
25.06586:75,-37;
25.08177:69,-33;
25.09847:70,-33;
25.11416:63,-33;
25.13108:69,-34;
25.14815:69,-34;
25.16427:71,-32;
25.18124:70,-18;
25.19772:71,-17;
25.21446:69,-20;
25.23182:65,-20;
25.24738:44,-28;
25.2641:59,-25;
25.28099:51,-28;
25.29763:51,-28;
25.31493:81,-23;
25.33187:60,-28;
25.34786:75,-21;
25.36509:69,-5;
25.38153:69,-6;
25.39733:67,-16;
25.41494:52,-17;
25.43115:55,-16;
25.44754:55,-16;
25.46528:61,-18;
25.48216:50,-24;
25.49849:49,-26;
25.51444:59,-36;
25.53145:61,-34;
25.54795:57,-45;
25.5651:47,-45;
25.58173:44,-44;
25.59894:44,-44;
25.61461:58,-37;
25.63126:58,-35;
25.64821:58,-37;
25.66459:59,-41;
25.68189:67,-34;
25.69777:46,-39;
25.71419:3,-14;
25.73105:14,-24;
25.74753:14,-24;
25.76435:10,-25;
25.78129:10,-26;
25.79827:-1,-31;
25.81553:8,-22;
25.83214:17,-18;
25.84728:21,-7;
25.8653:17,-13;
25.88166:5,-48;
25.8978:5,-48;
25.91487:1,-66;
25.93162:7,-70;
25.94851:29,-72;
25.96549:31,-70;
25.9822:26,-60;
25.99738:17,-57;
26.0141:23,-58;
26.0317:27,-57;
26.04763:27,-57;
26.06497:58,-55;
26.08142:55,-56;
26.09804:54,-69;
26.11527:15,-113;
26.13172:11,-109;
26.14791:20,-85;
26.16495:15,-85;
26.18105:17,-86;
26.19759:17,-86;
26.21426:22,-70;
26.23173:21,-59;
26.24802:16,-71;
26.26451:15,-69;
26.28119:29,-35;
26.29753:39,-34;
26.31485:34,-40;
26.33128:-2,-70;
26.34867:-2,-70;
26.36433:-15,-86;
26.38184:3,-62;
26.39832:5,-55;
26.41547:5,-40;
26.43096:20,-48;
26.44816:20,-37;
26.4641:34,-47;
26.48088:45,-57;
26.49771:45,-57;
26.51507:50,-62;
26.53204:16,-21;
26.54788:46,-36;
26.56427:25,-39;
26.58219:24,-53;
26.59754:30,-51;
26.61446:21,-30;
26.63096:20,-32;
26.64749:20,-32;
26.66531:22,-41;
26.68168:29,-28;
26.69857:48,-19;
26.71523:60,-11;
26.73149:66,-8;
26.74891:80,11;
26.76496:75,-8;
26.78088:79,-3;
26.7984:79,-3;
26.81521:87,-7;
26.83162:78,-26;
26.84792:64,-30;
26.86474:44,-39;
26.88185:19,-46;
26.89764:-30,-33;
26.91411:-33,-34;
26.93121:-28,-33;
26.94753:-28,-33;
26.96453:22,-14;
26.98145:64,2;
26.99831:60,0;
27.01518:47,-11;
27.03206:70,18;
27.04733:60,13;
T23 fixation
28.73217:1451,61;
28.74752:1451,61;
28.76562:1453,62;
28.78181:1455,62;
28.79795:1453,53;
28.81501:1443,44;
28.83141:1443,45;
28.84734:1442,45;
28.86521:1442,45;
28.88174:1443,45;
28.89768:1443,45;
28.91499:1444,38;
28.93115:1445,34;
28.94855:1447,32;
28.96474:1447,32;
28.98219:1446,35;
28.99771:1447,39;
29.0142:1447,41;
29.03091:1447,44;
29.04778:1447,44;
29.06542:1449,45;
29.0817:1449,46;
29.09807:1450,47;
29.11496:1450,46;
29.1316:1459,62;
29.1488:1461,64;
29.16529:1459,56;
29.18125:1455,48;
29.19772:1455,48;
29.21531:1454,47;
29.2316:1454,48;
29.24778:1455,49;
29.26467:1457,51;
29.28115:1463,50;
29.29743:1462,49;
29.31435:1456,43;
29.33113:1451,35;
29.34848:1451,35;
29.3653:1448,29;
29.3816:1451,28;
29.39845:1449,27;
29.4145:1446,26;
29.43154:1446,26;
29.44735:1442,23;
29.46504:1440,16;
29.48216:1440,16;
29.4984:1454,28;
29.51557:1459,28;
29.53147:1462,20;
29.54863:1463,20;
29.56479:1453,15;
29.58137:1455,19;
29.59784:1457,18;
29.6152:1462,41;
29.63108:1466,34;
29.64839:1466,34;
29.66454:1468,37;
29.6816:1468,36;
29.69814:1457,21;
29.715:1458,28;
29.7316:1449,22;
29.74791:1445,48;
29.76421:1446,43;
29.78166:1445,42;
29.79758:1445,42;
29.81461:1438,20;
29.83142:1440,19;
29.84859:1448,47;
29.86481:1446,33;
29.88136:1437,18;
29.8984:1446,34;
29.9151:1448,30;
29.93106:1452,37;
29.94875:1452,37;
29.9652:1451,35;
29.98326:1449,31;
29.99818:1456,37;
30.01465:1470,37;
30.03177:1467,40;
30.04737:1453,42;
30.06412:1449,53;
30.08169:1445,59;
30.0976:1445,59;
30.11489:1443,71;
30.13144:1443,59;
30.14818:1444,53;
30.16462:1441,44;
30.182:1453,36;
30.19742:1458,36;
30.21523:1460,42;
30.231:1453,40;
30.2479:1453,40;
30.2648:1451,43;
30.28156:1448,41;
30.29807:1450,50;
30.31466:1448,50;
30.332:1448,51;
30.34835:1458,46;
30.36508:1459,46;
30.38096:1453,47;
30.39762:1453,47;
30.415:1453,47;
30.43186:1432,33;
30.44861:1438,38;
30.4649:1450,-28;
30.4819:1454,-39;
30.49757:1445,-23;
30.51509:1442,-6;
30.53177:1433,39;
30.54883:1433,39;
30.56488:1430,63;
30.58149:1434,67;
30.59783:1431,78;
30.61513:1432,85;
30.6322:1431,86;
