T25 fixation
1.469129:1963,123;
4.135348:1781,113;
4.151419:1752,100;
4.168679:1752,100;
4.184725:1734,89;
4.20175:1730,75;
4.217443:1732,68;
4.234007:1747,51;
4.252107:1748,48;
4.268576:1750,45;
4.285304:1750,45;
4.30125:1752,40;
4.318556:1752,40;
4.335026:1759,31;
4.352243:1760,29;
4.368375:1760,29;
4.385344:1806,9;
4.401205:1806,9;
4.418162:1823,3;
4.435436:1844,-5;
4.451543:1844,-5;
4.472208:1847,-9;
4.48359:1848,-11;
4.500648:1846,-13;
4.518442:1829,-15;
4.535298:1821,-12;
4.551242:1825,-10;
4.5684:1826,-2;
4.585494:1816,18;
4.600302:1812,24;
4.61771:1812,24;
4.635239:1817,15;
4.651435:1812,22;
4.668334:1812,21;
4.685201:1825,18;
4.702315:1825,18;
4.71799:1831,16;
4.734399:1832,15;
4.751365:1831,13;
4.768618:1831,13;
4.786642:1848,36;
4.802251:1863,46;
4.818769:1863,46;
4.834469:1862,49;
4.851249:1832,71;
4.867517:1804,91;
4.88554:1819,79;
4.901256:1822,56;
4.922235:1843,74;
4.936551:1832,78;
4.951519:1847,40;
4.968233:1848,36;
4.984295:1859,17;
5.000262:1863,-86;
5.018428:1863,-86;
5.035204:1863,-86;
5.051445:1863,-86;
5.068277:1863,-86;
5.085506:1863,-86;
5.101453:1863,-86;
5.117604:1863,-86;
5.134507:1863,-86;
5.151525:1863,-86;
5.168409:1863,-86;
5.18528:1863,-86;
5.201586:1825,-240;
5.21858:1825,-240;
5.2359:1825,-240;
5.252027:1825,-240;
5.267972:1825,-240;
5.283967:1825,-240;
5.301419:1825,-240;
5.31829:1825,-240;
5.335181:1825,-240;
5.35142:1825,-240;
5.368218:1825,-240;
5.384913:1825,-240;
5.401417:1825,-240;
5.418143:1867,-148;
5.435238:1867,-148;
5.451565:1867,-148;
5.468153:1867,-148;
5.485434:1867,-148;
5.501628:1880,-147;
5.518567:1880,-147;
5.536788:1884,-146;
5.55099:1872,-146;
5.568555:1872,-146;
5.585203:1868,-146;
5.601459:1851,-89;
5.618416:1851,-89;
5.6354:1841,-40;
5.651178:1856,-41;
5.666005:1906,-29;
5.685616:1931,-17;
5.701513:1931,-17;
5.718603:1972,-32;
5.735267:2017,-66;
5.751805:2017,-66;
5.768507:2017,-66;
5.78464:2017,-66;
5.801218:2017,-66;
5.817652:2017,-66;
5.835374:2017,-66;
5.851511:2017,-66;
5.868406:2017,-66;
5.88523:2017,-66;
5.901263:2017,-66;
5.917161:2017,-66;
5.934772:2017,-66;
5.951561:2017,-66;
5.968648:2017,-66;
5.985226:2017,-66;
6.002134:2017,-66;
6.018543:2017,-66;
6.035269:2017,-66;
6.050629:2017,-66;
6.068057:2017,-66;
6.085276:2017,-66;
6.101673:2017,-66;
6.118247:2017,-66;
6.13834:2017,-66;
6.151643:2017,-66;
6.168422:2017,-66;
6.183425:2017,-66;
6.201499:2017,-66;
6.218517:2017,-66;
6.235536:2017,-66;
6.251647:2017,-66;
6.268413:2017,-66;
6.286568:2017,-66;
6.301421:2017,-66;
6.317679:2017,-66;
6.335138:2017,-66;
6.351436:2017,-66;
6.368428:2017,-66;
6.38554:2017,-66;
6.401424:2017,-66;
6.418282:2017,-66;
6.435741:2017,-66;
6.451478:2017,-66;
6.468282:2017,-66;
6.485251:2017,-66;
T4 fixation
8.2174:1277,882;
8.23376:1277,882;
8.250201:1277,882;
8.268032:1277,882;
8.284889:1277,882;
8.301237:1277,882;
8.317524:1277,882;
8.334723:1277,882;
8.35134:1277,882;
8.366858:1277,882;
8.385735:491,1084;
8.40231:491,1084;
8.418311:491,1084;
8.435479:491,1084;
8.45219:491,1084;
8.468184:491,1084;
8.4835:491,1084;
8.499169:491,1084;
8.518503:491,1084;
8.537067:491,1084;
8.552015:491,1084;
8.569265:491,1084;
8.585021:441,975;
8.602325:441,975;
8.618351:463,932;
8.63544:439,1016;
8.651461:444,1019;
8.668434:444,1019;
8.686641:444,1019;
8.701591:444,1019;
8.718582:444,1019;
8.734481:444,1019;
8.750778:444,1019;
8.768259:444,1019;
8.785477:444,1019;
8.801459:444,1019;
8.818508:444,1019;
8.836874:454,1020;
8.851502:454,1020;
8.8687:452,1019;
8.885445:439,1019;
8.900278:441,1026;
8.917646:441,1026;
8.935295:441,1026;
8.951359:441,1026;
8.968114:441,1026;
8.9853:441,1026;
9.002079:441,1026;
9.018187:441,1026;
9.034715:441,1026;
9.052109:441,1026;
9.068207:441,1026;
9.085201:441,1026;
9.101621:441,1026;
9.118667:345,1107;
9.135513:345,1107;
9.15118:364,1012;
9.166779:394,1013;
9.185258:401,1014;
9.201443:401,1014;
9.218302:418,1033;
9.235268:430,1074;
9.25158:430,1074;
9.267528:429,1068;
9.28487:429,1068;
9.30231:429,1068;
9.318027:429,1068;
9.335396:429,1068;
9.351505:429,1068;
9.368205:429,1068;
9.38466:429,1068;
9.40069:429,1068;
9.417891:429,1068;
9.435534:429,1068;
9.452209:429,1068;
9.468441:429,1068;
9.485091:429,1068;
9.501041:429,1068;
9.516071:429,1068;
9.534472:429,1068;
9.555447:429,1068;
9.568401:429,1068;
9.588458:429,1068;
9.602164:429,1068;
9.618454:429,1068;
9.635365:429,1068;
9.651587:429,1068;
9.665942:429,1068;
9.685305:429,1068;
9.702123:429,1068;
9.718304:429,1068;
9.735539:429,1068;
9.752114:429,1068;
9.767484:429,1068;
9.782663:429,1068;
9.802976:429,1068;
9.818636:429,1068;
9.835299:429,1068;
9.852489:429,1068;
9.868512:429,1068;
9.888527:429,1068;
9.901278:429,1068;
9.916457:429,1068;
9.935034:429,1068;
9.951187:429,1068;
9.968402:429,1068;
9.984475:429,1068;
10.00165:429,1068;
10.01797:429,1068;
10.0348:429,1068;
10.05218:429,1068;
10.0684:429,1068;
10.08531:429,1068;
10.10207:429,1068;
10.11816:429,1068;
10.13523:429,1068;
10.15154:429,1068;
10.1667:429,1068;
10.18703:429,1068;
10.20166:429,1068;
10.21826:429,1068;
10.23553:429,1068;
10.25123:429,1068;
10.26784:429,1068;
10.28275:429,1068;
10.30151:429,1068;
10.31841:429,1068;
10.33648:429,1068;
10.35136:247,1278;
10.36846:421,1233;
10.38531:421,1233;
10.40125:421,1233;
10.4171:348,1210;
10.43435:356,1213;
10.45146:351,1211;
10.46851:336,1207;
10.4866:333,1206;
10.50141:333,1206;
10.51845:326,1203;
10.53387:340,1169;
10.55078:353,1163;
10.56845:353,1163;
10.58557:373,1186;
10.6054:363,1193;
10.6193:365,1196;
10.63542:371,1212;
10.65242:371,1212;
10.6678:384,1206;
10.684:424,1185;
10.70164:424,1185;
10.71821:454,1167;
10.73559:478,1153;
10.75219:478,1153;
10.76836:462,1128;
10.78526:454,1121;
10.8003:454,1121;
10.81827:454,1121;
10.83467:454,1121;
10.85221:454,1121;
10.86842:454,1121;
10.88469:454,1121;
10.90137:454,1121;
10.91815:454,1121;
10.93421:454,1121;
10.95154:454,1121;
10.96842:454,1121;
10.98458:454,1121;
11.00146:454,1121;
11.01832:454,1121;
11.03522:454,1121;
11.05212:454,1121;
11.06714:454,1121;
11.08541:454,1121;
11.10224:454,1121;
11.11835:454,1121;
11.13536:454,1121;
11.15238:-29,1069;
11.16815:60,1084;
11.18521:74,1070;
11.2006:112,1106;
11.21831:112,1106;
11.23673:165,1055;
11.25219:175,1064;
11.2685:195,1112;
11.28439:195,1112;
11.30131:212,1074;
11.31854:236,1048;
11.33451:262,1039;
11.35055:274,1032;
11.36944:297,1021;
11.38631:286,1019;
11.40147:316,850;
11.41804:335,810;
11.43516:335,810;
11.45547:335,810;
11.46881:335,810;
11.48551:335,810;
11.50123:335,810;
11.5185:335,810;
11.53568:335,810;
11.55204:335,810;
11.56812:335,810;
11.58529:653,482;
11.60155:721,539;
11.61707:721,539;
11.63526:706,462;
11.65248:706,462;
11.66829:706,462;
11.68542:706,462;
11.70203:706,462;
11.71839:706,462;
11.73391:706,462;
11.75057:706,462;
11.7686:681,432;
11.78534:738,465;
11.80247:689,482;
11.81847:713,479;
11.83473:675,523;
11.85021:659,560;
11.86697:659,560;
11.88424:647,605;
11.90139:627,625;
11.91842:627,625;
11.93541:599,690;
11.95128:555,804;
11.96818:555,804;
11.98457:481,972;
12.00019:447,1045;
12.01829:442,1055;
12.03496:421,1081;
12.05232:418,1089;
12.0679:411,1106;
12.08544:393,1145;
12.10143:387,1154;
12.11664:387,1154;
12.13476:395,1115;
12.15154:384,1133;
12.16839:374,1121;
12.18532:386,1112;
12.20096:386,1104;
12.21855:422,1055;
12.23538:439,1030;
12.24924:444,1021;
12.26696:471,946;
12.28697:474,946;
12.30206:475,946;
12.3186:469,952;
12.3355:474,962;
12.3527:476,968;
12.36846:476,968;
12.38544:471,990;
12.40167:467,996;
12.41833:442,1091;
12.43557:440,1092;
12.45199:433,1102;
12.46842:422,1104;
12.48534:418,1093;
12.49994:415,1091;
12.51828:421,1057;
12.53549:420,1065;
12.55244:420,1060;
12.57199:420,1060;
12.58904:420,1060;
12.60151:420,1060;
12.6175:420,1060;
12.63513:420,1060;
12.65105:448,1061;
12.66931:480,1008;
12.68915:480,1008;
12.70145:446,1026;
12.71849:436,1031;
12.73535:428,1035;
12.75017:428,1035;
12.76826:428,1035;
12.78447:428,1035;
12.80219:428,1035;
12.81831:428,1035;
12.8354:428,1035;
12.85163:428,1035;
12.86747:428,1035;
12.88553:428,1035;
12.90154:428,1035;
12.91842:428,1035;
12.93528:428,1035;
12.9514:428,1035;
12.96811:428,1035;
12.98552:391,1185;
13.00084:391,1185;
13.02236:391,1185;
13.03643:391,1185;
13.05218:391,1185;
13.06907:391,1185;
13.08522:391,1185;
13.10221:391,1185;
13.11864:391,1185;
13.13424:391,1185;
13.15145:391,1185;
13.16824:391,1185;
13.18653:463,1206;
13.20153:446,1159;
13.21854:446,1159;
T24 fixation
15.03538:949,106;
15.05145:949,92;
15.06829:956,64;
15.08525:975,47;
15.10131:948,48;
15.11774:969,26;
15.13432:947,62;
15.15171:955,61;
15.16922:944,64;
15.18528:955,33;
15.20141:952,19;
15.21794:953,17;
15.23529:956,28;
15.25103:945,58;
15.26804:945,58;
15.28559:964,76;
15.30122:964,76;
15.3184:968,77;
15.33434:971,60;
15.35169:967,65;
15.36832:961,49;
15.38463:979,24;
15.40061:954,-22;
15.4181:954,-22;
15.43619:954,-22;
15.45206:962,-18;
15.46823:971,12;
15.48457:966,21;
15.50161:965,22;
15.51779:951,68;
15.53917:943,57;
15.55161:943,57;
15.56833:943,57;
15.58526:943,57;
15.60201:957,61;
15.61827:985,59;
15.63454:985,59;
15.65152:985,59;
15.667:972,-15;
15.68522:991,-2;
15.7024:991,-2;
15.71842:834,-36;
15.73579:873,-25;
15.75118:873,-25;
15.76832:864,-32;
15.78525:917,-29;
15.80054:917,-29;
15.81844:784,-100;
15.83549:784,-100;
15.85124:805,-121;
15.86944:787,-131;
15.88552:784,-124;
15.90198:774,-104;
15.91759:774,-104;
15.93442:789,-77;
15.95159:798,-71;
15.96851:795,-59;
15.98536:795,-59;
16.00231:797,-57;
16.01841:797,-57;
16.03653:811,-29;
16.0515:811,-32;
16.06835:811,-32;
16.08513:809,-29;
16.10138:826,-33;
16.11812:828,-33;
16.13552:852,-22;
16.15166:851,-25;
16.16848:894,32;
16.18607:926,77;
16.20066:936,94;
16.21779:956,129;
16.23453:960,133;
16.25148:959,131;
16.26824:957,127;
16.28551:952,109;
16.30047:952,109;
16.31658:952,109;
16.33551:951,101;
16.35212:959,105;
16.36797:976,115;
16.38496:965,95;
16.40143:959,103;
16.41875:950,87;
16.43457:950,82;
16.45151:960,95;
16.46704:958,85;
16.48549:962,87;
16.5014:956,74;
16.51846:949,71;
16.53519:953,75;
16.55143:963,103;
16.56736:963,103;
16.58548:969,119;
16.60152:958,93;
16.61844:953,81;
16.63575:945,68;
16.65216:945,68;
16.66848:967,80;
16.68524:969,65;
16.70127:969,65;
16.71785:965,76;
16.73548:963,87;
16.75151:957,73;
16.76845:962,115;
16.78639:964,137;
16.80205:966,140;
16.81829:964,148;
16.83495:967,146;
16.85054:967,152;
16.86824:971,139;
16.88518:972,123;
16.90157:971,114;
16.91857:960,101;
16.93541:952,95;
16.95217:942,104;
16.96799:963,92;
16.98351:955,94;
17.00122:965,60;
17.01814:968,55;
17.03548:963,56;
17.05137:960,61;
17.06856:949,8;
17.08416:948,5;
17.10155:948,5;
17.11823:952,8;
17.13532:952,8;
17.15153:952,8;
17.1681:952,8;
17.18525:952,8;
17.20259:952,8;
17.2183:952,8;
17.23612:952,8;
17.25146:952,8;
17.26853:952,8;
17.28535:952,8;
17.30178:952,8;
17.3183:952,8;
17.33566:940,-58;
17.35113:937,10;
17.36928:929,-14;
17.38554:927,-21;
17.40213:905,-29;
17.41834:900,-63;
17.435:900,-63;
17.45148:949,-85;
17.46829:955,-91;
17.48933:960,-94;
17.50145:960,-94;
17.51834:957,-114;
17.53672:957,-114;
17.55221:957,-114;
17.56828:910,-79;
17.58534:894,-52;
17.60126:892,-46;
17.6185:892,-46;
17.63547:892,-46;
17.65147:901,-50;
17.66826:901,-50;
17.68621:901,-50;
17.70149:901,-50;
17.71829:947,-7;
17.73495:938,6;
17.75139:931,16;
17.76841:867,-31;
17.78507:809,-50;
17.80125:810,-56;
17.81845:810,-56;
17.83628:790,-65;
17.85194:792,-65;
17.86804:792,-65;
17.88356:933,-68;
17.90141:914,-108;
17.91819:914,-108;
17.93545:914,-108;
17.95111:914,-108;
17.96842:914,-108;
17.98553:948,-32;
18.00251:937,-34;
18.01818:933,-61;
18.03442:925,-57;
18.05156:925,-57;
18.06795:925,-57;
18.08552:923,-52;
18.10157:924,-46;
18.11798:913,-56;
18.13389:904,-80;
18.15177:904,-80;
18.16828:914,-82;
18.18528:909,-85;
18.20243:909,-85;
18.2183:892,-89;
18.23554:879,-87;
18.25149:879,-87;
18.26767:1024,-132;
18.28855:1423,-254;
18.3024:1338,-229;
18.31814:1338,-229;
18.33521:1173,-176;
18.35157:1091,-145;
18.36823:1183,-167;
18.38536:1035,-87;
18.40043:1035,-87;
18.41843:1014,-78;
18.43542:1102,-122;
18.4522:1247,-199;
18.46846:1247,-199;
18.4853:1247,-199;
18.50143:1247,-199;
18.51843:1247,-199;
18.53445:1247,-199;
18.55087:1271,-224;
18.56926:813,-149;
18.58569:813,-149;
18.60243:813,-149;
18.61791:813,-149;
18.63443:874,-59;
18.65043:874,-59;
18.66846:1256,-204;
18.68533:1195,-213;
18.70147:1195,-213;
18.71841:1229,-237;
18.73559:1198,-214;
18.75226:1198,-214;
18.76839:1258,-249;
18.7845:1125,-168;
18.80151:1020,-113;
18.81835:1020,-113;
18.8354:1012,-99;
18.8513:1012,-103;
18.86838:992,-92;
18.88551:976,-87;
18.9014:976,-87;
18.91847:863,17;
18.93501:879,-10;
18.95044:899,-16;
18.96758:892,-38;
18.98515:882,-43;
19.00039:871,-43;
19.01868:883,-51;
19.0356:904,-61;
19.05225:904,-61;
19.06742:888,-56;
19.08463:688,0;
19.10152:688,0;
19.11846:795,8;
19.13912:880,-1;
19.15155:903,-6;
19.16856:957,-33;
19.18385:975,-39;
19.20148:975,-39;
19.21829:935,-44;
19.23538:947,-35;
19.2522:947,-35;
19.26825:954,-30;
19.28501:965,-29;
19.30144:931,-56;
19.31645:927,-40;
19.33557:927,-40;
19.35217:927,-40;
19.36817:935,-13;
19.38455:935,-13;
19.40146:939,-22;
19.41831:938,-21;
19.43489:944,16;
19.44987:944,16;
19.4686:942,13;
19.48545:942,13;
19.50167:941,-12;
19.5185:941,-12;
19.53498:874,1;
19.55168:874,0;
19.56743:874,0;
19.58375:874,0;
19.60155:875,4;
19.6181:875,4;
19.6356:964,-14;
19.65206:964,-14;
19.66735:964,-14;
19.68426:960,20;
19.70148:960,20;
19.71831:960,20;
19.73525:960,20;
19.75114:960,20;
19.76848:884,35;
19.78502:859,-68;
19.80113:882,-60;
19.81578:874,8;
19.83511:885,0;
19.85144:897,-2;
19.86848:910,37;
19.88533:921,36;
19.90157:921,36;
19.91873:923,34;
19.93334:923,34;
19.94919:932,51;
19.96823:932,51;
19.98444:932,51;
20.00108:932,70;
20.01828:932,60;
20.03527:951,41;
20.05143:960,37;
T2 fixation
21.68556:919,956;
21.70143:919,956;
21.71818:906,955;
21.73535:906,955;
21.75064:903,965;
21.76738:903,965;
21.78629:903,965;
21.80103:901,955;
21.81834:901,955;
21.8352:905,963;
21.85153:906,966;
21.86822:907,968;
21.88379:911,974;
21.90183:911,974;
21.9182:911,974;
21.93444:918,987;
21.9514:918,987;
21.96839:914,948;
21.98508:915,953;
21.99992:925,960;
22.01821:927,958;
22.03549:929,957;
22.05139:929,957;
22.06799:935,945;
22.08517:936,945;
22.10147:936,945;
22.11801:951,957;
22.13416:949,957;
22.1497:924,937;
22.16812:893,935;
22.18564:893,935;
22.20212:893,935;
22.21817:893,935;
22.23424:893,935;
22.25017:893,935;
22.26736:893,935;
22.28456:893,935;
22.30162:936,656;
22.31816:936,656;
22.33569:894,855;
22.35162:921,836;
22.3683:924,830;
22.38553:922,837;
22.40058:919,837;
22.41814:922,850;
22.43906:919,851;
22.45147:912,900;
22.46847:915,934;
22.48548:912,951;
22.50093:911,962;
22.51754:905,1000;
22.53528:905,1000;
22.55112:904,1025;
22.56803:904,1036;
22.58497:904,1036;
22.60149:904,1044;
22.61839:904,1044;
22.63536:924,1069;
22.65209:926,1072;
22.66823:926,1072;
22.68382:926,1072;
22.70135:928,1064;
22.71854:923,1066;
22.73532:923,1066;
22.75132:927,1074;
22.76725:927,1074;
22.78481:912,1091;
22.80127:912,1091;
22.8182:912,1091;
22.83485:912,1091;
22.85225:912,1091;
22.86807:912,1091;
22.88517:912,1091;
22.90008:912,1091;
22.91814:912,1091;
22.93626:912,1091;
22.95163:877,832;
22.96832:877,974;
22.9847:888,948;
23.00056:882,999;
23.01603:889,982;
23.0355:889,982;
23.0509:897,971;
23.06833:897,971;
23.08566:918,992;
23.10157:920,995;
23.11826:920,995;
23.13455:926,1038;
23.15012:924,1045;
23.16825:903,1053;
23.18532:919,1050;
23.20148:929,1049;
23.22198:932,1039;
23.23575:922,1027;
23.2522:927,1032;
23.26609:919,1021;
23.28363:901,999;
23.30105:902,968;
23.31748:898,940;
23.33509:898,929;
23.35147:898,929;
23.3684:895,910;
23.38339:895,910;
23.39944:896,910;
23.41814:912,933;
23.43424:905,933;
23.45097:910,936;
23.46798:909,949;
23.48516:909,949;
23.50038:929,993;
23.51634:939,1036;
23.5352:937,1035;
23.55168:936,1034;
23.56819:936,1034;
23.58523:936,1034;
23.60195:936,1034;
23.61736:936,1034;
23.63396:936,1034;
23.65146:912,1006;
23.67207:912,1006;
23.68574:836,949;
23.70139:843,955;
23.71854:845,937;
23.7349:845,937;
23.74998:886,982;
23.76655:888,1002;
23.7851:886,1012;
23.8024:891,1047;
23.81824:886,1050;
23.83622:886,1050;
23.85168:903,1070;
23.86662:912,1085;
23.88438:912,1085;
23.90138:912,1085;
23.9183:913,1117;
23.93936:906,1129;
23.95134:906,1129;
23.96904:878,1143;
23.98492:878,1143;
24.00053:878,1143;
24.01765:897,1115;
24.0354:897,1115;
24.05129:897,1115;
24.06795:897,1115;
24.08902:455,1242;
24.10133:455,1242;
24.11831:455,1242;
24.13483:243,1263;
24.15151:243,1263;
24.16826:243,1263;
24.18517:243,1263;
24.20201:243,1263;
24.21774:243,1263;
24.23333:243,1263;
24.25141:243,1263;
24.26845:243,1263;
24.28553:243,1263;
24.302:243,1263;
24.3184:243,1263;
24.33524:243,1263;
24.35094:243,1263;
24.36731:243,1263;
24.3846:243,1263;
24.40133:243,1263;
24.41855:243,1263;
24.43617:927,1224;
24.4515:919,1152;
24.46844:942,1142;
24.48536:929,1134;
24.50146:939,1132;
24.51812:921,1112;
24.53538:883,1105;
24.55126:896,1111;
24.56866:891,1106;
24.5854:881,1096;
24.60129:881,1096;
24.61843:897,1072;
24.63522:920,1031;
24.6511:925,1021;
24.66813:925,1008;
24.68644:925,1009;
24.70265:923,1000;
24.71851:923,998;
24.73619:923,998;
24.7515:923,998;
24.76748:923,998;
24.78467:923,998;
24.80142:923,998;
24.81854:912,998;
24.83531:912,998;
24.8525:912,998;
24.86923:906,962;
24.88531:906,962;
24.90158:926,957;
24.91833:920,979;
24.93528:920,979;
24.95167:914,986;
24.96851:915,1009;
24.98529:915,1009;
25.00118:921,1018;
25.0179:921,1018;
25.03461:917,1012;
25.05219:917,1012;
25.06838:917,1012;
25.08521:898,974;
25.1014:898,974;
25.11763:902,938;
25.13651:904,918;
25.14979:904,918;
25.16639:902,926;
25.18514:902,926;
25.20154:910,935;
25.21813:910,932;
25.2352:914,929;
25.25141:913,933;
25.26785:913,936;
25.28531:916,979;
25.30058:915,987;
25.31912:919,981;
25.33553:919,981;
25.35151:916,993;
25.36831:916,993;
25.38517:932,975;
25.40147:928,972;
25.41829:930,973;
25.43435:928,973;
25.45007:926,976;
25.46775:926,976;
25.48541:905,960;
25.50197:905,960;
25.51838:905,960;
25.53519:899,951;
25.55092:907,946;
25.56704:907,946;
25.58542:902,939;
25.60257:902,940;
25.61822:902,940;
25.63554:934,913;
25.6521:937,912;
25.66785:937,919;
25.68531:939,923;
25.70148:936,926;
25.71702:934,928;
25.73268:932,932;
25.75227:932,932;
25.76819:932,932;
25.78542:932,932;
25.80164:932,932;
25.81809:932,932;
25.83454:932,932;
25.85122:932,932;
25.86835:932,932;
25.88523:932,932;
25.90087:932,932;
25.91811:932,932;
25.93558:932,932;
25.95157:889,839;
25.96831:895,890;
25.98531:895,890;
26.00064:896,918;
26.01723:897,952;
26.0353:897,961;
26.05225:893,970;
26.06816:890,977;
26.08494:888,981;
26.10062:888,981;
26.11697:900,978;
26.13438:900,978;
26.15105:900,978;
26.1685:899,981;
26.18578:899,981;
26.20137:901,975;
26.21915:901,975;
26.23546:909,966;
26.25091:910,963;
26.2673:910,963;
26.28446:910,966;
26.30227:912,994;
26.3184:919,986;
26.33905:926,978;
26.35154:926,978;
26.36807:926,978;
26.38371:929,976;
26.40116:927,979;
26.41792:927,979;
26.43531:931,977;
26.45196:931,977;
26.46831:939,977;
26.48517:944,977;
26.5022:953,983;
26.52169:947,945;
26.53501:948,948;
26.55189:938,931;
26.56838:938,927;
26.58529:938,927;
26.60128:945,928;
26.61835:943,927;
26.63526:942,912;
26.65034:942,912;
26.66803:940,901;
26.68555:945,914;
T21 fixation
28.30146:-45,18;
28.31855:-45,5;
28.3355:-62,2;
28.35071:-74,1;
28.36573:-74,1;
28.38264:-127,61;
28.40071:-123,50;
28.41829:-60,40;
28.43566:-115,35;
28.45028:-102,30;
28.46745:-83,15;
28.48402:-98,20;
28.50123:-78,-8;
28.51842:-78,-8;
28.53451:-78,-8;
28.55142:-52,-24;
28.5684:-80,-3;
28.58417:-108,17;
28.60149:-108,17;
28.6168:-89,9;
28.63261:-89,9;
28.65135:-207,47;
28.66825:-207,47;
28.68455:-227,57;
28.70217:-175,21;
28.71745:-112,18;
28.73395:-141,27;
28.74912:-141,27;
28.76807:-141,27;
28.78525:-112,32;
28.8021:-112,32;
28.81823:-12,-17;
28.83556:-12,-17;
28.85145:-12,-17;
28.86852:105,23;
28.88634:105,23;
28.90152:105,23;
28.91602:105,23;
28.93243:105,23;
28.95148:307,14;
28.96841:56,-28;
28.98563:56,-28;
29.00127:166,-17;
29.01851:213,-12;
29.03522:213,-12;
29.05166:232,-11;
29.06835:232,-11;
29.08574:190,-44;
29.10149:190,-44;
29.11831:169,-43;
29.13548:159,-34;
29.15158:165,-27;
29.1665:187,-26;
29.18416:203,-26;
29.20147:203,-26;
29.21946:261,-13;
29.23537:247,-9;
29.25139:166,2;
29.26839:154,1;
29.28484:109,-12;
29.30146:110,-14;
29.31771:114,-16;
29.33526:114,-16;
29.3514:125,-14;
29.36833:125,-14;
29.38516:84,-29;
29.40221:78,-27;
29.41748:78,-27;
29.43305:78,-27;
29.45222:65,-31;
29.46838:52,-29;
29.48585:52,-29;
29.50234:49,-30;
29.51821:49,-30;
29.53464:58,-26;
29.54924:58,-26;
29.56816:58,-26;
29.58538:49,-66;
29.60153:49,-66;
29.61844:-38,-101;
29.63523:-16,-107;
29.65227:-16,-107;
29.66841:13,-79;
